time	V(out_1)	V(out_2)	V(out_3)	V(out_4)
7.780203559982443e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
7.882603559982115e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
7.985003559981507e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
8.087403559980898e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
8.189803559980290e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
8.292203559979682e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
8.394603559979074e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
8.497003559978466e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
8.599403559977858e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
8.701803559977250e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
8.804203559976641e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
8.906603559976033e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.009003559975425e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.111403559974817e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.213803559974209e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.316203559973601e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.418603559972993e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.433217845687191e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.447832131401391e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.462446417115590e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.477060702829788e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.491674988543987e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.506289274258187e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.520903559972385e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.521003559972385e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.535617845686583e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.550232131400783e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.564846417114982e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.579460702829180e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.594074988543378e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.608689274257579e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.623303559971777e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.623403559971776e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.638017845685975e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.652632131400175e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.667246417114373e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.681860702828572e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.696474988542770e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.711089274256970e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.725703559971169e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.725803559971168e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.740417845685367e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.755032131399567e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.769646417113765e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.784260702827964e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.798874988542162e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.813489274256362e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.828103559970561e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.828203559970560e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.842817845684759e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.857432131398959e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.872046417113157e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.886660702827356e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.901274988541554e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
9.915889274255754e-03	2.450003e-01	2.450003e-01	2.450003e-01	2.450003e-01
