time	V(q)	V(ql)	V(qn)	V(qt)
2.170918821487627e-01	8.346158e-01	1.244652e+00	8.350758e-01	1.204699e+00
2.170971678630484e-01	8.362009e-01	1.246754e+00	8.366223e-01	1.209816e+00
2.171024535773341e-01	8.376607e-01	1.248693e+00	8.380467e-01	1.214564e+00
2.171077392916198e-01	8.389952e-01	1.250469e+00	8.393490e-01	1.218943e+00
2.171130250059055e-01	8.402046e-01	1.252081e+00	8.405292e-01	1.222951e+00
2.171183107201912e-01	8.412886e-01	1.253531e+00	8.415873e-01	1.226590e+00
2.171237392916198e-01	8.423185e-01	1.254911e+00	8.425926e-01	1.230054e+00
2.171291678630484e-01	8.432779e-01	1.256199e+00	8.435291e-01	1.233291e+00
2.171345964344770e-01	8.441667e-01	1.257396e+00	8.443968e-01	1.236302e+00
2.171400250059056e-01	8.449851e-01	1.258500e+00	8.451958e-01	1.239086e+00
2.171454535773341e-01	8.457329e-01	1.259513e+00	8.459259e-01	1.241643e+00
2.171508821487627e-01	8.464102e-01	1.260434e+00	8.465873e-01	1.243973e+00
2.171563107201913e-01	8.470170e-01	1.261262e+00	8.471799e-01	1.246077e+00
2.171618821487627e-01	8.475931e-01	1.262052e+00	8.477424e-01	1.248076e+00
2.171674535773342e-01	8.481296e-01	1.262791e+00	8.482665e-01	1.249942e+00
2.171730250059056e-01	8.486267e-01	1.263477e+00	8.487521e-01	1.251674e+00
2.171785964344770e-01	8.490844e-01	1.264113e+00	8.491992e-01	1.253273e+00
2.171841678630484e-01	8.495026e-01	1.264697e+00	8.496078e-01	1.254738e+00
2.171897392916199e-01	8.498814e-01	1.265230e+00	8.499779e-01	1.256070e+00
2.171953107201913e-01	8.502207e-01	1.265711e+00	8.503095e-01	1.257269e+00
2.172010250059056e-01	8.505428e-01	1.266171e+00	8.506242e-01	1.258408e+00
2.172067392916199e-01	8.508430e-01	1.266602e+00	8.509177e-01	1.259470e+00
2.172124535773342e-01	8.511213e-01	1.267005e+00	8.511898e-01	1.260456e+00
2.172181678630485e-01	8.513778e-01	1.267380e+00	8.514405e-01	1.261367e+00
2.172238821487628e-01	8.516125e-01	1.267725e+00	8.516700e-01	1.262201e+00
2.172295964344771e-01	8.518252e-01	1.268043e+00	8.518781e-01	1.262959e+00
2.172353107201914e-01	8.520162e-01	1.268332e+00	8.520648e-01	1.263641e+00
2.172411678630485e-01	8.521976e-01	1.268609e+00	8.522424e-01	1.264290e+00
2.172470250059057e-01	8.523671e-01	1.268871e+00	8.524083e-01	1.264896e+00
2.172528821487628e-01	8.525246e-01	1.269117e+00	8.525624e-01	1.265460e+00
2.172587392916200e-01	8.526701e-01	1.269348e+00	8.527049e-01	1.265982e+00
2.172645964344771e-01	8.528037e-01	1.269563e+00	8.528357e-01	1.266461e+00
2.172704535773343e-01	8.529253e-01	1.269763e+00	8.529549e-01	1.266898e+00
2.172763107201914e-01	8.530350e-01	1.269946e+00	8.530623e-01	1.267293e+00
2.172824535773343e-01	8.531419e-01	1.270129e+00	8.531672e-01	1.267678e+00
2.172885964344771e-01	8.532422e-01	1.270302e+00	8.532655e-01	1.268040e+00
2.172947392916200e-01	8.533357e-01	1.270467e+00	8.533572e-01	1.268377e+00
2.173008821487629e-01	8.534225e-01	1.270623e+00	8.534424e-01	1.268691e+00
2.173070250059057e-01	8.535026e-01	1.270771e+00	8.535210e-01	1.268980e+00
2.173131678630486e-01	8.535760e-01	1.270909e+00	8.535930e-01	1.269245e+00
2.173193107201914e-01	8.536426e-01	1.271039e+00	8.536586e-01	1.269487e+00
2.173260250059058e-01	8.537107e-01	1.271175e+00	8.537255e-01	1.269734e+00
2.173327392916200e-01	8.537749e-01	1.271305e+00	8.537886e-01	1.269967e+00
2.173394535773343e-01	8.538352e-01	1.271431e+00	8.538480e-01	1.270186e+00
2.173461678630486e-01	8.538916e-01	1.271551e+00	8.539034e-01	1.270390e+00
2.173528821487629e-01	8.539440e-01	1.271666e+00	8.539551e-01	1.270581e+00
2.173595964344772e-01	8.539926e-01	1.271777e+00	8.540029e-01	1.270758e+00
2.173663107201915e-01	8.540372e-01	1.271882e+00	8.540469e-01	1.270921e+00
2.173740250059058e-01	8.540856e-01	1.271998e+00	8.540947e-01	1.271097e+00
2.173817392916201e-01	8.541317e-01	1.272112e+00	8.541403e-01	1.271265e+00
2.173894535773344e-01	8.541754e-01	1.272223e+00	8.541835e-01	1.271425e+00
2.173971678630487e-01	8.542169e-01	1.272331e+00	8.542245e-01	1.271577e+00
2.174048821487630e-01	8.542560e-01	1.272436e+00	8.542632e-01	1.271720e+00
2.174125964344772e-01	8.542928e-01	1.272538e+00	8.542997e-01	1.271855e+00
2.174203107201916e-01	8.543273e-01	1.272636e+00	8.543339e-01	1.271982e+00
2.174298821487630e-01	8.543683e-01	1.272756e+00	8.543746e-01	1.272133e+00
2.174394535773344e-01	8.544079e-01	1.272875e+00	8.544139e-01	1.272278e+00
2.174490250059059e-01	8.544462e-01	1.272991e+00	8.544519e-01	1.272419e+00
2.174585964344773e-01	8.544831e-01	1.273106e+00	8.544886e-01	1.272555e+00
2.174681678630487e-01	8.545186e-01	1.273219e+00	8.545239e-01	1.272686e+00
2.174777392916202e-01	8.545527e-01	1.273330e+00	8.545579e-01	1.272812e+00
2.174873107201916e-01	8.545855e-01	1.273440e+00	8.545905e-01	1.272933e+00
2.175013107201916e-01	8.546322e-01	1.273598e+00	8.546371e-01	1.273106e+00
2.175153107201916e-01	8.546781e-01	1.273755e+00	8.546829e-01	1.273275e+00
2.175293107201917e-01	8.547232e-01	1.273911e+00	8.547279e-01	1.273442e+00
2.175433107201917e-01	8.547674e-01	1.274066e+00	8.547720e-01	1.273606e+00
2.175573107201917e-01	8.548108e-01	1.274220e+00	8.548153e-01	1.273767e+00
2.175713107201917e-01	8.548534e-01	1.274373e+00	8.548579e-01	1.273925e+00
2.175853107201917e-01	8.548952e-01	1.274525e+00	8.548996e-01	1.274080e+00
2.176128821487632e-01	8.549767e-01	1.274823e+00	8.549811e-01	1.274383e+00
2.176404535773346e-01	8.550577e-01	1.275120e+00	8.550621e-01	1.274684e+00
2.176680250059061e-01	8.551383e-01	1.275416e+00	8.551427e-01	1.274984e+00
2.176955964344775e-01	8.552185e-01	1.275712e+00	8.552228e-01	1.275282e+00
2.177231678630490e-01	8.552982e-01	1.276007e+00	8.553024e-01	1.275579e+00
2.177507392916204e-01	8.553774e-01	1.276301e+00	8.553816e-01	1.275874e+00
2.177783107201919e-01	8.554562e-01	1.276595e+00	8.554604e-01	1.276167e+00
2.180943107201922e-01	8.563532e-01	1.279944e+00	8.563574e-01	1.279522e+00
2.191183107201932e-01	8.591671e-01	1.290580e+00	8.591711e-01	1.290170e+00
2.201423107201943e-01	8.618447e-01	1.300883e+00	8.618484e-01	1.300487e+00
2.211663107201953e-01	8.643911e-01	1.310855e+00	8.643947e-01	1.310472e+00
2.221903107201963e-01	8.668115e-01	1.320495e+00	8.668149e-01	1.320125e+00
2.232143107201973e-01	8.691104e-01	1.329803e+00	8.691136e-01	1.329445e+00
2.242383107201984e-01	8.712922e-01	1.338777e+00	8.712953e-01	1.338433e+00
2.252623107201994e-01	8.733608e-01	1.347417e+00	8.733637e-01	1.347086e+00
2.262863107202004e-01	8.753201e-01	1.355723e+00	8.753229e-01	1.355404e+00
2.273103107202014e-01	8.771736e-01	1.363692e+00	8.771762e-01	1.363387e+00
2.283343107202025e-01	8.789245e-01	1.371323e+00	8.789270e-01	1.371031e+00
2.293583107202035e-01	8.805760e-01	1.378615e+00	8.805783e-01	1.378337e+00
2.303823107202045e-01	8.821309e-01	1.385568e+00	8.821330e-01	1.385302e+00
2.314063107202055e-01	8.835918e-01	1.392178e+00	8.835938e-01	1.391926e+00
2.324303107202066e-01	8.849613e-01	1.398444e+00	8.849632e-01	1.398206e+00
2.334543107202076e-01	8.862417e-01	1.404366e+00	8.862435e-01	1.404141e+00
2.344783107202086e-01	8.874351e-01	1.409941e+00	8.874367e-01	1.409730e+00
2.355023107202096e-01	8.885435e-01	1.415169e+00	8.885451e-01	1.414971e+00
2.365263107202107e-01	8.895689e-01	1.420047e+00	8.895703e-01	1.419863e+00
2.375503107202117e-01	8.905128e-01	1.424574e+00	8.905141e-01	1.424404e+00
2.385743107202127e-01	8.913768e-01	1.428750e+00	8.913779e-01	1.428593e+00
2.395983107202137e-01	8.921623e-01	1.432572e+00	8.921633e-01	1.432429e+00
2.406223107202148e-01	8.928707e-01	1.436040e+00	8.928716e-01	1.435911e+00
2.416463107202158e-01	8.935030e-01	1.439152e+00	8.935038e-01	1.439037e+00
2.426703107202168e-01	8.940602e-01	1.441908e+00	8.940609e-01	1.441807e+00
2.436943107202178e-01	8.945433e-01	1.444307e+00	8.945439e-01	1.444220e+00
2.447183107202189e-01	8.949532e-01	1.446347e+00	8.949537e-01	1.446274e+00
2.457423107202199e-01	8.952903e-01	1.448029e+00	8.952907e-01	1.447970e+00
2.467663107202209e-01	8.955553e-01	1.449351e+00	8.955556e-01	1.449306e+00
2.477903107202219e-01	8.957486e-01	1.450314e+00	8.957487e-01	1.450283e+00
2.488143107202229e-01	8.958704e-01	1.450916e+00	8.958705e-01	1.450899e+00
2.498383107202240e-01	8.959211e-01	1.451158e+00	8.959211e-01	1.451155e+00
2.504043107202133e-01	8.959186e-01	1.451137e+00	8.959185e-01	1.451142e+00
2.508623107202010e-01	8.959007e-01	1.451040e+00	8.959005e-01	1.451051e+00
2.518863107201736e-01	8.958091e-01	1.450561e+00	8.958088e-01	1.450587e+00
2.529103107201462e-01	8.956462e-01	1.449723e+00	8.956458e-01	1.449762e+00
2.539343107201188e-01	8.954117e-01	1.448524e+00	8.954113e-01	1.448578e+00
2.549583107200915e-01	8.951053e-01	1.446966e+00	8.951048e-01	1.447034e+00
2.559823107200641e-01	8.947266e-01	1.445050e+00	8.947259e-01	1.445131e+00
2.570063107200367e-01	8.942748e-01	1.442775e+00	8.942740e-01	1.442870e+00
2.580303107200093e-01	8.937492e-01	1.440142e+00	8.937483e-01	1.440251e+00
2.590543107199819e-01	8.931491e-01	1.437153e+00	8.931481e-01	1.437276e+00
2.600783107199545e-01	8.924735e-01	1.433809e+00	8.924723e-01	1.433946e+00
2.611023107199271e-01	8.917212e-01	1.430110e+00	8.917199e-01	1.430260e+00
2.621263107198997e-01	8.908910e-01	1.426057e+00	8.908897e-01	1.426222e+00
2.631503107198723e-01	8.899817e-01	1.421653e+00	8.899803e-01	1.421831e+00
2.641743107198449e-01	8.889917e-01	1.416897e+00	8.889902e-01	1.417089e+00
2.651983107198175e-01	8.879194e-01	1.411793e+00	8.879177e-01	1.411998e+00
2.662223107197901e-01	8.867630e-01	1.406340e+00	8.867612e-01	1.406559e+00
2.672463107197627e-01	8.855208e-01	1.400541e+00	8.855188e-01	1.400774e+00
2.682703107197353e-01	8.841904e-01	1.394397e+00	8.841883e-01	1.394643e+00
2.692943107197079e-01	8.827697e-01	1.387910e+00	8.827675e-01	1.388169e+00
2.703183107196805e-01	8.812564e-01	1.381081e+00	8.812540e-01	1.381354e+00
2.713423107196531e-01	8.796478e-01	1.373911e+00	8.796453e-01	1.374198e+00
2.723663107196257e-01	8.779412e-01	1.366403e+00	8.779386e-01	1.366703e+00
2.733903107195983e-01	8.761337e-01	1.358558e+00	8.761309e-01	1.358871e+00
2.744143107195709e-01	8.742219e-01	1.350377e+00	8.742190e-01	1.350703e+00
2.754383107195435e-01	8.722027e-01	1.341861e+00	8.721996e-01	1.342200e+00
2.764623107195161e-01	8.700723e-01	1.333012e+00	8.700690e-01	1.333364e+00
2.774863107194887e-01	8.678268e-01	1.323830e+00	8.678234e-01	1.324195e+00
2.785103107194613e-01	8.654622e-01	1.314318e+00	8.654586e-01	1.314695e+00
2.795343107194339e-01	8.629739e-01	1.304474e+00	8.629702e-01	1.304864e+00
2.805583107194065e-01	8.603573e-01	1.294300e+00	8.603533e-01	1.294703e+00
2.815823107193791e-01	8.576071e-01	1.283795e+00	8.576030e-01	1.284212e+00
2.826063107193517e-01	8.547180e-01	1.272960e+00	8.547137e-01	1.273389e+00
2.836303107193243e-01	8.516841e-01	1.261794e+00	8.516795e-01	1.262236e+00
2.846543107192969e-01	8.484990e-01	1.250296e+00	8.484941e-01	1.250751e+00
2.856783107192695e-01	8.451558e-01	1.238464e+00	8.451508e-01	1.238932e+00
2.867023107192421e-01	8.416473e-01	1.226296e+00	8.416420e-01	1.226777e+00
2.877263107192147e-01	8.379654e-01	1.213789e+00	8.379598e-01	1.214284e+00
2.887503107191873e-01	8.341014e-01	1.200939e+00	8.340955e-01	1.201447e+00
2.897743107191599e-01	8.300459e-01	1.187742e+00	8.300397e-01	1.188264e+00
2.907983107191325e-01	8.257884e-01	1.174192e+00	8.257819e-01	1.174728e+00
2.918223107191051e-01	8.213176e-01	1.160282e+00	8.213108e-01	1.160832e+00
2.928463107190777e-01	8.166209e-01	1.146003e+00	8.166138e-01	1.146567e+00
2.938703107190503e-01	8.116844e-01	1.131345e+00	8.116770e-01	1.131925e+00
2.948943107190229e-01	8.064927e-01	1.116296e+00	8.064849e-01	1.116891e+00
2.959183107189955e-01	8.010284e-01	1.100841e+00	8.010202e-01	1.101453e+00
2.969423107189681e-01	7.952720e-01	1.084963e+00	7.952633e-01	1.085591e+00
2.979663107189408e-01	7.892011e-01	1.068640e+00	7.891920e-01	1.069286e+00
2.989903107189134e-01	7.827905e-01	1.051847e+00	7.827808e-01	1.052511e+00
3.000143107188860e-01	7.760109e-01	1.034553e+00	7.760006e-01	1.035238e+00
3.010383107188586e-01	7.688279e-01	1.016722e+00	7.688169e-01	1.017428e+00
3.020623107188312e-01	7.612013e-01	9.983072e-01	7.611897e-01	9.990377e-01
3.030863107188038e-01	7.530830e-01	9.792544e-01	7.530707e-01	9.800109e-01
3.041103107187764e-01	7.444147e-01	9.594939e-01	7.444015e-01	9.602795e-01
3.051343107187490e-01	7.351247e-01	9.389385e-01	7.351106e-01	9.397569e-01
3.061583107187216e-01	7.251230e-01	9.174766e-01	7.251078e-01	9.183328e-01
3.071823107186942e-01	7.142941e-01	8.949625e-01	7.142775e-01	8.958629e-01
3.082063107186668e-01	7.024852e-01	8.712009e-01	7.024671e-01	8.721544e-01
3.083524535758057e-01	7.007108e-01	8.676962e-01	7.006924e-01	8.686581e-01
3.084985964329447e-01	6.989096e-01	8.641572e-01	6.988909e-01	8.651278e-01
3.086447392900836e-01	6.970816e-01	8.605839e-01	6.970626e-01	8.615635e-01
3.087908821472226e-01	6.952268e-01	8.569763e-01	6.952075e-01	8.579652e-01
3.089370250043615e-01	6.933451e-01	8.533344e-01	6.933256e-01	8.543330e-01
3.090831678615005e-01	6.914367e-01	8.496582e-01	6.914169e-01	8.506667e-01
3.092293107186394e-01	6.895015e-01	8.459477e-01	6.894813e-01	8.469664e-01
3.092303107186394e-01	6.894881e-01	8.459222e-01	6.894680e-01	8.469410e-01
3.093764535757783e-01	6.875235e-01	8.421742e-01	6.875031e-01	8.432035e-01
3.095225964329173e-01	6.855249e-01	8.383824e-01	6.855042e-01	8.394227e-01
3.096687392900562e-01	6.834922e-01	8.345467e-01	6.834711e-01	8.355985e-01
3.098148821471952e-01	6.814254e-01	8.306672e-01	6.814040e-01	8.317309e-01
3.099610250043341e-01	6.793245e-01	8.267440e-01	6.793028e-01	8.278200e-01
3.101071678614731e-01	6.771896e-01	8.227769e-01	6.771674e-01	8.238657e-01
3.102533107186120e-01	6.750206e-01	8.187659e-01	6.749980e-01	8.198680e-01
3.102543107186120e-01	6.750056e-01	8.187383e-01	6.749830e-01	8.198404e-01
3.104004535757509e-01	6.727990e-01	8.146790e-01	6.727760e-01	8.157949e-01
3.105465964328899e-01	6.705471e-01	8.105610e-01	6.705237e-01	8.116913e-01
3.106927392900288e-01	6.682498e-01	8.063842e-01	6.682259e-01	8.075298e-01
3.108388821471678e-01	6.659071e-01	8.021488e-01	6.658828e-01	8.033102e-01
3.109850250043067e-01	6.635190e-01	7.978546e-01	6.634942e-01	7.990327e-01
3.111311678614457e-01	6.610856e-01	7.935016e-01	6.610603e-01	7.946971e-01
3.112773107185846e-01	6.586068e-01	7.890900e-01	6.585810e-01	7.903036e-01
3.112783107185846e-01	6.585896e-01	7.890595e-01	6.585638e-01	7.902732e-01
3.114244535757235e-01	6.560605e-01	7.845827e-01	6.560342e-01	7.858153e-01
3.115705964328625e-01	6.534669e-01	7.800217e-01	6.534400e-01	7.812746e-01
3.117167392900014e-01	6.508088e-01	7.753766e-01	6.507812e-01	7.766510e-01
3.118628821471404e-01	6.480862e-01	7.706474e-01	6.480579e-01	7.719445e-01
3.120090250042793e-01	6.452990e-01	7.658341e-01	6.452700e-01	7.671552e-01
3.121551678614183e-01	6.424473e-01	7.609366e-01	6.424175e-01	7.622831e-01
3.123013107185572e-01	6.395310e-01	7.559550e-01	6.395005e-01	7.573282e-01
3.123023107185572e-01	6.395107e-01	7.559205e-01	6.394802e-01	7.572938e-01
3.124484535756961e-01	6.365232e-01	7.508459e-01	6.364919e-01	7.522472e-01
3.125945964328351e-01	6.334342e-01	7.456380e-01	6.334020e-01	7.470700e-01
3.127407392899740e-01	6.302436e-01	7.402966e-01	6.302104e-01	7.417620e-01
3.128868821471130e-01	6.269514e-01	7.348219e-01	6.269172e-01	7.363234e-01
3.130330250042519e-01	6.235578e-01	7.292138e-01	6.235224e-01	7.307540e-01
3.131791678613909e-01	6.200625e-01	7.234724e-01	6.200260e-01	7.250540e-01
3.133253107185298e-01	6.164657e-01	7.175975e-01	6.164280e-01	7.192233e-01
3.133263107185298e-01	6.164406e-01	7.175566e-01	6.164027e-01	7.191826e-01
3.134724535756687e-01	6.127369e-01	7.115413e-01	6.126977e-01	7.132137e-01
3.136185964328077e-01	6.088432e-01	7.052748e-01	6.088024e-01	7.070007e-01
3.137647392899466e-01	6.047596e-01	6.987569e-01	6.047170e-01	7.005435e-01
3.139108821470856e-01	6.004860e-01	6.919879e-01	6.004415e-01	6.938423e-01
3.140570250042245e-01	5.960224e-01	6.849675e-01	5.959757e-01	6.868970e-01
3.142031678613635e-01	5.913689e-01	6.776960e-01	5.913198e-01	6.797075e-01
3.143493107185024e-01	5.865254e-01	6.701731e-01	5.864738e-01	6.722740e-01
3.143503107185024e-01	5.864910e-01	6.701199e-01	5.864393e-01	6.722215e-01
3.144501678613569e-01	5.830315e-01	6.647808e-01	5.829778e-01	6.669491e-01
3.145500250042113e-01	5.793819e-01	6.591889e-01	5.793260e-01	6.614345e-01
3.146498821470658e-01	5.755422e-01	6.533444e-01	5.754837e-01	6.556778e-01
3.147497392899203e-01	5.715125e-01	6.472471e-01	5.714510e-01	6.496790e-01
3.148495964327748e-01	5.672926e-01	6.408971e-01	5.672279e-01	6.434381e-01
3.149494535756292e-01	5.628826e-01	6.342943e-01	5.628144e-01	6.369551e-01
3.150493107184837e-01	5.582826e-01	6.274388e-01	5.582105e-01	6.302299e-01
3.150955964327682e-01	5.560430e-01	6.241181e-01	5.559689e-01	6.269767e-01
3.151418821470526e-01	5.537258e-01	6.206940e-01	5.536495e-01	6.236259e-01
3.151881678613371e-01	5.513310e-01	6.171664e-01	5.512524e-01	6.201774e-01
3.152344535756216e-01	5.488586e-01	6.135353e-01	5.487774e-01	6.166313e-01
3.152807392899061e-01	5.463086e-01	6.098008e-01	5.462247e-01	6.129875e-01
3.153270250041905e-01	5.436809e-01	6.059629e-01	5.435942e-01	6.092460e-01
3.153733107184750e-01	5.409757e-01	6.020215e-01	5.408859e-01	6.054069e-01
3.153743107184750e-01	5.409158e-01	6.019345e-01	5.408260e-01	6.053222e-01
3.154280250041878e-01	5.376804e-01	5.972326e-01	5.375867e-01	6.007450e-01
3.154817392899007e-01	5.342507e-01	5.922713e-01	5.341527e-01	5.959274e-01
3.155354535756135e-01	5.306268e-01	5.870506e-01	5.305239e-01	5.908693e-01
3.155891678613264e-01	5.268086e-01	5.815706e-01	5.267002e-01	5.855709e-01
3.156428821470392e-01	5.227962e-01	5.758312e-01	5.226817e-01	5.800320e-01
3.156965964327521e-01	5.185896e-01	5.698325e-01	5.184685e-01	5.742526e-01
3.157503107184649e-01	5.141888e-01	5.635744e-01	5.140604e-01	5.682329e-01
3.157887392898925e-01	5.108782e-01	5.588806e-01	5.107441e-01	5.637258e-01
3.158271678613200e-01	5.073567e-01	5.539047e-01	5.072160e-01	5.589639e-01
3.158655964327476e-01	5.036244e-01	5.486467e-01	5.034762e-01	5.539472e-01
3.159040250041751e-01	4.996811e-01	5.431066e-01	4.995246e-01	5.486758e-01
3.159424535756026e-01	4.955270e-01	5.372844e-01	4.953612e-01	5.431495e-01
3.159808821470302e-01	4.911621e-01	5.311802e-01	4.909861e-01	5.373686e-01
3.160193107184577e-01	4.865862e-01	5.247939e-01	4.863992e-01	5.313328e-01
3.160477392898856e-01	4.830192e-01	5.198260e-01	4.828233e-01	5.266483e-01
3.160761678613134e-01	4.792108e-01	5.145347e-01	4.790046e-01	5.216804e-01
3.161045964327412e-01	4.751609e-01	5.089198e-01	4.749431e-01	5.164290e-01
3.161330250041690e-01	4.708695e-01	5.029815e-01	4.706388e-01	5.108943e-01
3.161614535755968e-01	4.663368e-01	4.967197e-01	4.660918e-01	5.050761e-01
3.161898821470246e-01	4.615625e-01	4.901343e-01	4.613019e-01	4.989745e-01
3.162183107184524e-01	4.565469e-01	4.832255e-01	4.562693e-01	4.925895e-01
3.162398821470233e-01	4.525274e-01	4.776968e-01	4.522358e-01	4.874944e-01
3.162614535755941e-01	4.482208e-01	4.717829e-01	4.479131e-01	4.820733e-01
3.162830250041649e-01	4.436272e-01	4.654838e-01	4.433013e-01	4.763262e-01
3.163045964327358e-01	4.387466e-01	4.587994e-01	4.384004e-01	4.702531e-01
3.163261678613067e-01	4.335790e-01	4.517298e-01	4.332104e-01	4.638541e-01
3.163477392898775e-01	4.281243e-01	4.442749e-01	4.277313e-01	4.571290e-01
3.163693107184484e-01	4.223825e-01	4.364348e-01	4.219630e-01	4.500779e-01
3.163983107184476e-01	4.138974e-01	4.248654e-01	4.134360e-01	4.397485e-01
3.164077392898759e-01	4.109881e-01	4.208801e-01	4.104956e-01	4.362043e-01
3.164171678613042e-01	4.079559e-01	4.167430e-01	4.074414e-01	4.325366e-01
3.164265964327326e-01	4.048009e-01	4.124542e-01	4.042733e-01	4.287453e-01
3.164360250041608e-01	4.015230e-01	4.080137e-01	4.009913e-01	4.248306e-01
3.164454535755892e-01	3.981222e-01	4.034215e-01	3.975955e-01	4.207923e-01
3.164548821470175e-01	3.945985e-01	3.986776e-01	3.940858e-01	4.166306e-01
3.164643107184458e-01	3.909520e-01	3.937819e-01	3.904622e-01	4.123453e-01
3.164665964327315e-01	3.899209e-01	3.925625e-01	3.895594e-01	4.112804e-01
3.164688821470171e-01	3.889105e-01	3.913317e-01	3.886479e-01	4.102063e-01
3.164711678613028e-01	3.879210e-01	3.900894e-01	3.877278e-01	4.091230e-01
3.164734535755884e-01	3.869523e-01	3.888356e-01	3.867991e-01	4.080305e-01
3.164757392898741e-01	3.860043e-01	3.875703e-01	3.858618e-01	4.069288e-01
3.164780250041597e-01	3.850772e-01	3.862935e-01	3.849159e-01	4.058179e-01
3.164803107184454e-01	3.841708e-01	3.850053e-01	3.839613e-01	4.046978e-01
3.164938821470165e-01	3.784277e-01	3.772400e-01	3.782064e-01	3.979454e-01
3.165074535755875e-01	3.722335e-01	3.688715e-01	3.719986e-01	3.907207e-01
3.165210250041586e-01	3.655881e-01	3.598997e-01	3.653381e-01	3.830238e-01
3.165345964327297e-01	3.584917e-01	3.503247e-01	3.582249e-01	3.748546e-01
3.165481678613007e-01	3.509441e-01	3.401464e-01	3.506588e-01	3.662132e-01
3.165617392898718e-01	3.429455e-01	3.293649e-01	3.426401e-01	3.570995e-01
3.165753107184429e-01	3.344957e-01	3.179802e-01	3.341685e-01	3.475135e-01
3.165864535755854e-01	3.271253e-01	3.080541e-01	3.267786e-01	3.391922e-01
3.165975964327280e-01	3.191460e-01	2.973131e-01	3.187770e-01	3.302596e-01
3.166087392898705e-01	3.105576e-01	2.857572e-01	3.101637e-01	3.207155e-01
3.166198821470131e-01	3.013602e-01	2.733863e-01	3.009386e-01	3.105600e-01
3.166310250041556e-01	2.915538e-01	2.602006e-01	2.911019e-01	2.997932e-01
3.166421678612982e-01	2.811383e-01	2.462000e-01	2.806535e-01	2.884150e-01
3.166533107184408e-01	2.701139e-01	2.313844e-01	2.695933e-01	2.764253e-01
3.166630250041548e-01	2.598804e-01	2.176354e-01	2.593259e-01	2.653530e-01
3.166727392898688e-01	2.487255e-01	2.026528e-01	2.481323e-01	2.533892e-01
3.166824535755828e-01	2.366491e-01	1.864364e-01	2.360126e-01	2.405339e-01
3.166921678612969e-01	2.236511e-01	1.689865e-01	2.229667e-01	2.267871e-01
3.167018821470109e-01	2.097316e-01	1.503029e-01	2.089948e-01	2.121489e-01
3.167115964327250e-01	1.948907e-01	1.303856e-01	1.940967e-01	1.966192e-01
3.167213107184390e-01	1.791282e-01	1.092347e-01	1.782724e-01	1.801981e-01
3.167264535755817e-01	1.702008e-01	9.725716e-02	1.693093e-01	1.709513e-01
3.167315964327244e-01	1.608390e-01	8.469792e-02	1.599094e-01	1.612898e-01
3.167367392898671e-01	1.510426e-01	7.155697e-02	1.500729e-01	1.512138e-01
3.167418821470098e-01	1.408117e-01	5.783432e-02	1.397997e-01	1.407232e-01
3.167470250041525e-01	1.301462e-01	4.352997e-02	1.290897e-01	1.298180e-01
3.167521678612953e-01	1.190463e-01	2.864392e-02	1.179431e-01	1.184982e-01
3.167573107184380e-01	1.075118e-01	1.317616e-02	1.063597e-01	1.067638e-01
3.167603107184379e-01	1.005125e-01	3.790815e-03	9.933068e-02	9.965959e-02
3.167613107184379e-01	9.813941e-02	6.087963e-04	9.694745e-02	9.725318e-02
3.167633107184378e-01	9.333199e-02	-5.837121e-03	9.211951e-02	9.238170e-02
3.167663107184377e-01	8.596504e-02	-1.571454e-02	8.472107e-02	8.492491e-02
3.167704535755805e-01	7.550951e-02	-2.973255e-02	7.422055e-02	7.436176e-02
3.167745964327233e-01	6.464050e-02	-4.430361e-02	6.330493e-02	6.339468e-02
3.167787392898660e-01	5.335799e-02	-5.942773e-02	5.197420e-02	5.202367e-02
3.167828821470087e-01	4.166199e-02	-7.510491e-02	4.022837e-02	4.024871e-02
3.167870250041515e-01	2.955250e-02	-9.133514e-02	2.806742e-02	2.806982e-02
3.167911678612942e-01	1.702952e-02	-1.081184e-01	1.549138e-02	1.548700e-02
3.167953107184370e-01	4.093042e-03	-1.254548e-01	2.500219e-03	2.500237e-03
3.167963107184369e-01	8.941407e-04	-1.297414e-01	-7.120635e-04	-7.120674e-04
3.167983107184369e-01	-5.584441e-03	-1.384225e-01	-7.217640e-03	-7.217804e-03
3.168013107184368e-01	-1.550654e-02	-1.517170e-01	-1.718079e-02	-1.718258e-02
3.168077392898652e-01	-3.762800e-02	-1.813578e-01	-3.939587e-02	-3.928931e-02
3.168141678612936e-01	-6.092000e-02	-2.125578e-01	-6.278007e-02	-6.272601e-02
3.168205964327220e-01	-8.538255e-02	-2.453169e-01	-8.733339e-02	-8.749269e-02
3.168270250041504e-01	-1.110157e-01	-2.796353e-01	-1.130558e-01	-1.135893e-01
3.168334535755788e-01	-1.378193e-01	-3.155128e-01	-1.399474e-01	-1.410160e-01
3.168398821470072e-01	-1.657935e-01	-3.529494e-01	-1.680080e-01	-1.697726e-01
3.168463107184356e-01	-1.949383e-01	-3.919453e-01	-1.972378e-01	-1.998591e-01
3.168527392898640e-01	-2.255289e-01	-4.328607e-01	-2.279058e-01	-2.316678e-01
3.168591678612924e-01	-2.564889e-01	-4.742504e-01	-2.589263e-01	-2.646359e-01
