time	V(q)	V(ql)	V(qn)	V(qt)
3.168655964327208e-01	-2.878183e-01	-5.161143e-01	-2.902991e-01	-2.987634e-01
3.168720250041492e-01	-3.195171e-01	-5.584524e-01	-3.220243e-01	-3.340503e-01
3.168784535755776e-01	-3.515854e-01	-6.012646e-01	-3.541019e-01	-3.704966e-01
3.168848821470060e-01	-3.840230e-01	-6.445511e-01	-3.865319e-01	-4.081023e-01
3.168913107184344e-01	-4.168301e-01	-6.883118e-01	-4.193143e-01	-4.468673e-01
3.168967392898628e-01	-4.439816e-01	-7.245033e-01	-4.464210e-01	-4.802075e-01
3.169021678612913e-01	-4.702788e-01	-7.595439e-01	-4.726625e-01	-5.134903e-01
3.169075964327197e-01	-4.957215e-01	-7.934337e-01	-4.980388e-01	-5.467159e-01
3.169130250041481e-01	-5.203099e-01	-8.261726e-01	-5.225498e-01	-5.798842e-01
3.169184535755765e-01	-5.440439e-01	-8.577607e-01	-5.461956e-01	-6.129952e-01
3.169238821470050e-01	-5.669235e-01	-8.881980e-01	-5.689762e-01	-6.460489e-01
3.169293107184334e-01	-5.889487e-01	-9.174845e-01	-5.908916e-01	-6.790454e-01
3.169345964327190e-01	-6.089710e-01	-9.440993e-01	-6.108039e-01	-7.104800e-01
3.169398821470045e-01	-6.278641e-01	-9.692100e-01	-6.295886e-01	-7.410228e-01
3.169451678612901e-01	-6.456279e-01	-9.928168e-01	-6.472455e-01	-7.706739e-01
3.169504535755757e-01	-6.622624e-01	-1.014920e+00	-6.637747e-01	-7.994332e-01
3.169557392898613e-01	-6.777676e-01	-1.035518e+00	-6.791762e-01	-8.273008e-01
3.169610250041468e-01	-6.921436e-01	-1.054613e+00	-6.934499e-01	-8.542767e-01
3.169663107184324e-01	-7.053903e-01	-1.072204e+00	-7.065960e-01	-8.803609e-01
3.169738821470036e-01	-7.222873e-01	-1.094645e+00	-7.233622e-01	-9.154296e-01
3.169814535755748e-01	-7.376787e-01	-1.115090e+00	-7.386332e-01	-9.482338e-01
3.169890250041461e-01	-7.515645e-01	-1.133539e+00	-7.524092e-01	-9.787734e-01
3.169965964327173e-01	-7.639447e-01	-1.149991e+00	-7.646900e-01	-1.007049e+00
3.170041678612885e-01	-7.748193e-01	-1.164448e+00	-7.754758e-01	-1.033059e+00
3.170117392898598e-01	-7.841882e-01	-1.176908e+00	-7.847664e-01	-1.056805e+00
3.170193107184310e-01	-7.920516e-01	-1.187372e+00	-7.925619e-01	-1.078287e+00
3.170247392898594e-01	-7.972678e-01	-1.194317e+00	-7.977342e-01	-1.092477e+00
3.170301678612878e-01	-8.021121e-01	-1.200770e+00	-8.025379e-01	-1.105826e+00
3.170355964327163e-01	-8.065845e-01	-1.206731e+00	-8.069728e-01	-1.118334e+00
3.170410250041447e-01	-8.106851e-01	-1.212199e+00	-8.110389e-01	-1.130001e+00
3.170464535755731e-01	-8.144138e-01	-1.217175e+00	-8.147364e-01	-1.140827e+00
3.170518821470015e-01	-8.177706e-01	-1.221658e+00	-8.180651e-01	-1.150812e+00
3.170573107184300e-01	-8.207555e-01	-1.225649e+00	-8.210251e-01	-1.159956e+00
3.170603107184299e-01	-8.223260e-01	-1.227749e+00	-8.225825e-01	-1.164763e+00
3.170633107184298e-01	-8.238285e-01	-1.229760e+00	-8.240725e-01	-1.169388e+00
3.170663107184297e-01	-8.252629e-01	-1.231680e+00	-8.254951e-01	-1.173831e+00
3.170693107184296e-01	-8.266294e-01	-1.233511e+00	-8.268502e-01	-1.178092e+00
3.170723107184296e-01	-8.279279e-01	-1.235251e+00	-8.281379e-01	-1.182171e+00
3.170753107184295e-01	-8.291583e-01	-1.236902e+00	-8.293581e-01	-1.186067e+00
3.170783107184294e-01	-8.303208e-01	-1.238462e+00	-8.305110e-01	-1.189782e+00
3.170793107184294e-01	-8.306055e-01	-1.238969e+00	-8.308856e-01	-1.190990e+00
3.170803107184293e-01	-8.307927e-01	-1.239468e+00	-8.312541e-01	-1.192181e+00
3.170813107184293e-01	-8.310698e-01	-1.239959e+00	-8.316165e-01	-1.193355e+00
3.170865964327149e-01	-8.329054e-01	-1.242387e+00	-8.334072e-01	-1.199212e+00
3.170918821470005e-01	-8.346157e-01	-1.244652e+00	-8.350758e-01	-1.204699e+00
3.170971678612861e-01	-8.362007e-01	-1.246754e+00	-8.366223e-01	-1.209816e+00
3.171024535755716e-01	-8.376606e-01	-1.248693e+00	-8.380467e-01	-1.214564e+00
3.171077392898572e-01	-8.389951e-01	-1.250469e+00	-8.393490e-01	-1.218943e+00
3.171130250041427e-01	-8.402044e-01	-1.252081e+00	-8.405292e-01	-1.222951e+00
3.171183107184283e-01	-8.412885e-01	-1.253531e+00	-8.415873e-01	-1.226590e+00
3.171237392898568e-01	-8.423184e-01	-1.254911e+00	-8.425926e-01	-1.230054e+00
3.171291678612852e-01	-8.432777e-01	-1.256199e+00	-8.435291e-01	-1.233291e+00
3.171345964327136e-01	-8.441666e-01	-1.257396e+00	-8.443968e-01	-1.236302e+00
3.171400250041420e-01	-8.449849e-01	-1.258500e+00	-8.451958e-01	-1.239086e+00
3.171454535755704e-01	-8.457328e-01	-1.259513e+00	-8.459259e-01	-1.241643e+00
3.171508821469989e-01	-8.464101e-01	-1.260434e+00	-8.465873e-01	-1.243973e+00
3.171563107184273e-01	-8.470169e-01	-1.261262e+00	-8.471799e-01	-1.246077e+00
3.171618821469986e-01	-8.475929e-01	-1.262052e+00	-8.477424e-01	-1.248076e+00
3.171674535755699e-01	-8.481295e-01	-1.262791e+00	-8.482665e-01	-1.249942e+00
3.171730250041411e-01	-8.486266e-01	-1.263477e+00	-8.487521e-01	-1.251674e+00
3.171785964327125e-01	-8.490843e-01	-1.264113e+00	-8.491992e-01	-1.253273e+00
3.171841678612837e-01	-8.495025e-01	-1.264697e+00	-8.496078e-01	-1.254738e+00
3.171897392898550e-01	-8.498813e-01	-1.265230e+00	-8.499779e-01	-1.256070e+00
3.171953107184263e-01	-8.502206e-01	-1.265711e+00	-8.503095e-01	-1.257269e+00
3.172010250041404e-01	-8.505427e-01	-1.266171e+00	-8.506242e-01	-1.258408e+00
3.172067392898545e-01	-8.508429e-01	-1.266602e+00	-8.509177e-01	-1.259470e+00
3.172124535755687e-01	-8.511212e-01	-1.267005e+00	-8.511898e-01	-1.260456e+00
3.172181678612828e-01	-8.513777e-01	-1.267380e+00	-8.514405e-01	-1.261367e+00
3.172238821469969e-01	-8.516123e-01	-1.267725e+00	-8.516700e-01	-1.262201e+00
3.172295964327111e-01	-8.518251e-01	-1.268043e+00	-8.518781e-01	-1.262959e+00
3.172353107184252e-01	-8.520160e-01	-1.268332e+00	-8.520648e-01	-1.263641e+00
3.172411678612822e-01	-8.521975e-01	-1.268609e+00	-8.522424e-01	-1.264290e+00
3.172470250041391e-01	-8.523669e-01	-1.268871e+00	-8.524083e-01	-1.264896e+00
3.172528821469962e-01	-8.525245e-01	-1.269117e+00	-8.525624e-01	-1.265460e+00
3.172587392898532e-01	-8.526700e-01	-1.269348e+00	-8.527049e-01	-1.265982e+00
3.172645964327102e-01	-8.528036e-01	-1.269563e+00	-8.528357e-01	-1.266461e+00
3.172704535755671e-01	-8.529252e-01	-1.269763e+00	-8.529549e-01	-1.266898e+00
3.172763107184241e-01	-8.530349e-01	-1.269946e+00	-8.530623e-01	-1.267293e+00
3.172824535755668e-01	-8.531418e-01	-1.270129e+00	-8.531672e-01	-1.267678e+00
3.172885964327095e-01	-8.532421e-01	-1.270302e+00	-8.532655e-01	-1.268040e+00
3.172947392898522e-01	-8.533356e-01	-1.270467e+00	-8.533572e-01	-1.268377e+00
3.173008821469949e-01	-8.534224e-01	-1.270623e+00	-8.534424e-01	-1.268691e+00
3.173070250041375e-01	-8.535025e-01	-1.270771e+00	-8.535210e-01	-1.268980e+00
3.173131678612803e-01	-8.535759e-01	-1.270909e+00	-8.535930e-01	-1.269245e+00
3.173193107184230e-01	-8.536425e-01	-1.271039e+00	-8.536586e-01	-1.269487e+00
3.173260250041370e-01	-8.537106e-01	-1.271175e+00	-8.537255e-01	-1.269734e+00
3.173327392898512e-01	-8.537748e-01	-1.271305e+00	-8.537886e-01	-1.269967e+00
3.173394535755653e-01	-8.538351e-01	-1.271431e+00	-8.538480e-01	-1.270186e+00
3.173461678612794e-01	-8.538915e-01	-1.271551e+00	-8.539034e-01	-1.270390e+00
3.173528821469935e-01	-8.539439e-01	-1.271666e+00	-8.539551e-01	-1.270581e+00
3.173595964327076e-01	-8.539925e-01	-1.271777e+00	-8.540029e-01	-1.270758e+00
3.173663107184217e-01	-8.540371e-01	-1.271882e+00	-8.540469e-01	-1.270921e+00
3.173740250041358e-01	-8.540855e-01	-1.271998e+00	-8.540947e-01	-1.271097e+00
3.173817392898499e-01	-8.541316e-01	-1.272112e+00	-8.541403e-01	-1.271265e+00
3.173894535755639e-01	-8.541753e-01	-1.272223e+00	-8.541835e-01	-1.271425e+00
3.173971678612780e-01	-8.542167e-01	-1.272331e+00	-8.542245e-01	-1.271577e+00
3.174048821469921e-01	-8.542559e-01	-1.272436e+00	-8.542632e-01	-1.271720e+00
3.174125964327062e-01	-8.542927e-01	-1.272538e+00	-8.542997e-01	-1.271855e+00
3.174203107184203e-01	-8.543271e-01	-1.272636e+00	-8.543339e-01	-1.271982e+00
3.174223107184202e-01	-8.543360e-01	-1.272662e+00	-8.543426e-01	-1.272014e+00
3.174320250041342e-01	-8.543772e-01	-1.272783e+00	-8.543835e-01	-1.272166e+00
3.174417392898483e-01	-8.544170e-01	-1.272903e+00	-8.544230e-01	-1.272312e+00
3.174514535755623e-01	-8.544555e-01	-1.273021e+00	-8.544612e-01	-1.272454e+00
3.174611678612763e-01	-8.544926e-01	-1.273137e+00	-8.544981e-01	-1.272590e+00
3.174708821469903e-01	-8.545283e-01	-1.273251e+00	-8.545337e-01	-1.272722e+00
3.174805964327044e-01	-8.545626e-01	-1.273363e+00	-8.545679e-01	-1.272849e+00
3.174903107184184e-01	-8.545956e-01	-1.273474e+00	-8.546008e-01	-1.272971e+00
3.175044535755608e-01	-8.546425e-01	-1.273633e+00	-8.546475e-01	-1.273144e+00
3.175185964327034e-01	-8.546886e-01	-1.273792e+00	-8.546935e-01	-1.273315e+00
3.175327392898458e-01	-8.547339e-01	-1.273949e+00	-8.547386e-01	-1.273482e+00
3.175468821469883e-01	-8.547784e-01	-1.274106e+00	-8.547830e-01	-1.273647e+00
3.175610250041307e-01	-8.548221e-01	-1.274261e+00	-8.548267e-01	-1.273809e+00
3.175751678612733e-01	-8.548650e-01	-1.274415e+00	-8.548695e-01	-1.273968e+00
3.175893107184157e-01	-8.549070e-01	-1.274568e+00	-8.549116e-01	-1.274124e+00
3.176178821469864e-01	-8.549913e-01	-1.274877e+00	-8.549958e-01	-1.274438e+00
3.176464535755570e-01	-8.550752e-01	-1.275184e+00	-8.550796e-01	-1.274749e+00
3.176750250041277e-01	-8.551586e-01	-1.275491e+00	-8.551630e-01	-1.275059e+00
3.177035964326984e-01	-8.552415e-01	-1.275797e+00	-8.552459e-01	-1.275368e+00
3.177321678612691e-01	-8.553240e-01	-1.276103e+00	-8.553283e-01	-1.275675e+00
3.177607392898397e-01	-8.554060e-01	-1.276408e+00	-8.554103e-01	-1.275981e+00
3.177893107184104e-01	-8.554875e-01	-1.276712e+00	-8.554919e-01	-1.276285e+00
3.184463107183928e-01	-8.573361e-01	-1.283637e+00	-8.573403e-01	-1.283219e+00
3.194703107183654e-01	-8.601025e-01	-1.294159e+00	-8.601065e-01	-1.293754e+00
3.204943107183380e-01	-8.627344e-01	-1.304348e+00	-8.627382e-01	-1.303957e+00
3.215183107183106e-01	-8.652370e-01	-1.314206e+00	-8.652406e-01	-1.313827e+00
3.225423107182832e-01	-8.676151e-01	-1.323732e+00	-8.676186e-01	-1.323366e+00
3.235663107182558e-01	-8.698733e-01	-1.332925e+00	-8.698766e-01	-1.332572e+00
3.245903107182284e-01	-8.720157e-01	-1.341785e+00	-8.720189e-01	-1.341445e+00
3.256143107182010e-01	-8.740464e-01	-1.350310e+00	-8.740494e-01	-1.349983e+00
3.266383107181736e-01	-8.759689e-01	-1.358500e+00	-8.759717e-01	-1.358186e+00
3.276623107181462e-01	-8.777868e-01	-1.366353e+00	-8.777894e-01	-1.366053e+00
3.286863107181188e-01	-8.795032e-01	-1.373868e+00	-8.795057e-01	-1.373581e+00
3.297103107180914e-01	-8.811211e-01	-1.381044e+00	-8.811235e-01	-1.380770e+00
3.307343107180640e-01	-8.826434e-01	-1.387878e+00	-8.826456e-01	-1.387618e+00
3.317583107180366e-01	-8.840727e-01	-1.394371e+00	-8.840747e-01	-1.394123e+00
3.327823107180092e-01	-8.854113e-01	-1.400519e+00	-8.854132e-01	-1.400285e+00
3.338063107179818e-01	-8.866615e-01	-1.406322e+00	-8.866633e-01	-1.406101e+00
3.348303107179544e-01	-8.878255e-01	-1.411778e+00	-8.878272e-01	-1.411571e+00
3.358543107179270e-01	-8.889052e-01	-1.416885e+00	-8.889068e-01	-1.416692e+00
3.368783107178996e-01	-8.899024e-01	-1.421643e+00	-8.899038e-01	-1.421463e+00
3.379023107178722e-01	-8.908186e-01	-1.426050e+00	-8.908200e-01	-1.425884e+00
3.389263107178448e-01	-8.916555e-01	-1.430104e+00	-8.916567e-01	-1.429952e+00
3.399503107178174e-01	-8.924143e-01	-1.433804e+00	-8.924155e-01	-1.433666e+00
3.409743107177901e-01	-8.930964e-01	-1.437150e+00	-8.930974e-01	-1.437026e+00
3.419983107177627e-01	-8.937028e-01	-1.440140e+00	-8.937037e-01	-1.440030e+00
3.430223107177353e-01	-8.942345e-01	-1.442773e+00	-8.942353e-01	-1.442677e+00
3.440463107177079e-01	-8.946924e-01	-1.445049e+00	-8.946930e-01	-1.444966e+00
3.450703107176805e-01	-8.950771e-01	-1.446966e+00	-8.950777e-01	-1.446897e+00
3.460943107176531e-01	-8.953894e-01	-1.448524e+00	-8.953899e-01	-1.448470e+00
3.471183107176257e-01	-8.956297e-01	-1.449723e+00	-8.956301e-01	-1.449682e+00
3.481423107175983e-01	-8.957984e-01	-1.450561e+00	-8.957986e-01	-1.450535e+00
3.491663107175709e-01	-8.958958e-01	-1.451040e+00	-8.958959e-01	-1.451028e+00
3.492948821461389e-01	-8.959030e-01	-1.451075e+00	-8.959031e-01	-1.451064e+00
3.494234535747068e-01	-8.959090e-01	-1.451104e+00	-8.959092e-01	-1.451095e+00
3.495520250032748e-01	-8.959140e-01	-1.451127e+00	-8.959141e-01	-1.451120e+00
3.496805964318428e-01	-8.959178e-01	-1.451144e+00	-8.959179e-01	-1.451139e+00
3.498091678604108e-01	-8.959205e-01	-1.451156e+00	-8.959206e-01	-1.451153e+00
3.499377392889788e-01	-8.959221e-01	-1.451163e+00	-8.959222e-01	-1.451161e+00
3.500663107175468e-01	-8.959226e-01	-1.451163e+00	-8.959227e-01	-1.451163e+00
3.501903107175435e-01	-8.959220e-01	-1.451158e+00	-8.959220e-01	-1.451160e+00
3.512143107175161e-01	-8.958771e-01	-1.450916e+00	-8.958770e-01	-1.450932e+00
3.522383107174887e-01	-8.957610e-01	-1.450314e+00	-8.957608e-01	-1.450344e+00
3.532623107174613e-01	-8.955736e-01	-1.449351e+00	-8.955733e-01	-1.449395e+00
3.542863107174339e-01	-8.953144e-01	-1.448029e+00	-8.953140e-01	-1.448087e+00
3.553103107174065e-01	-8.949832e-01	-1.446348e+00	-8.949827e-01	-1.446420e+00
3.563343107173791e-01	-8.945794e-01	-1.444308e+00	-8.945788e-01	-1.444394e+00
3.573583107173517e-01	-8.941023e-01	-1.441910e+00	-8.941016e-01	-1.442010e+00
3.583823107173243e-01	-8.935513e-01	-1.439155e+00	-8.935505e-01	-1.439269e+00
3.594063107172969e-01	-8.929253e-01	-1.436044e+00	-8.929244e-01	-1.436172e+00
3.604303107172695e-01	-8.922234e-01	-1.432577e+00	-8.922224e-01	-1.432719e+00
3.614543107172421e-01	-8.914446e-01	-1.428756e+00	-8.914434e-01	-1.428912e+00
3.624783107172147e-01	-8.905873e-01	-1.424583e+00	-8.905861e-01	-1.424752e+00
3.635023107171873e-01	-8.896505e-01	-1.420057e+00	-8.896491e-01	-1.420241e+00
3.645263107171599e-01	-8.886324e-01	-1.415182e+00	-8.886309e-01	-1.415379e+00
3.655503107171325e-01	-8.875314e-01	-1.409957e+00	-8.875298e-01	-1.410168e+00
3.665743107171051e-01	-8.863457e-01	-1.404386e+00	-8.863440e-01	-1.404610e+00
3.675983107170777e-01	-8.850734e-01	-1.398468e+00	-8.850715e-01	-1.398705e+00
3.686223107170503e-01	-8.837122e-01	-1.392206e+00	-8.837102e-01	-1.392457e+00
3.696463107170229e-01	-8.822600e-01	-1.385601e+00	-8.822578e-01	-1.385865e+00
3.706703107169955e-01	-8.807142e-01	-1.378655e+00	-8.807119e-01	-1.378932e+00
3.716943107169681e-01	-8.790722e-01	-1.371369e+00	-8.790698e-01	-1.371659e+00
3.727183107169407e-01	-8.773313e-01	-1.363745e+00	-8.773288e-01	-1.364048e+00
3.737423107169133e-01	-8.754883e-01	-1.355784e+00	-8.754856e-01	-1.356101e+00
3.747663107168859e-01	-8.735400e-01	-1.347487e+00	-8.735371e-01	-1.347817e+00
3.757903107168585e-01	-8.714830e-01	-1.338857e+00	-8.714799e-01	-1.339200e+00
3.768143107168311e-01	-8.693135e-01	-1.329893e+00	-8.693103e-01	-1.330249e+00
3.778383107168037e-01	-8.670276e-01	-1.320598e+00	-8.670242e-01	-1.320967e+00
3.788623107167763e-01	-8.646209e-01	-1.310971e+00	-8.646173e-01	-1.311353e+00
3.798863107167489e-01	-8.620891e-01	-1.301014e+00	-8.620853e-01	-1.301409e+00
3.809103107167215e-01	-8.594272e-01	-1.290726e+00	-8.594232e-01	-1.291134e+00
3.819343107166941e-01	-8.566298e-01	-1.280108e+00	-8.566257e-01	-1.280529e+00
3.829583107166667e-01	-8.536916e-01	-1.269159e+00	-8.536873e-01	-1.269593e+00
3.839823107166394e-01	-8.506065e-01	-1.257879e+00	-8.506019e-01	-1.258326e+00
3.850063107166120e-01	-8.473678e-01	-1.246266e+00	-8.473631e-01	-1.246726e+00
3.860303107165846e-01	-8.439687e-01	-1.234319e+00	-8.439637e-01	-1.234792e+00
3.870543107165572e-01	-8.404015e-01	-1.222035e+00	-8.403962e-01	-1.222521e+00
3.880783107165298e-01	-8.366581e-01	-1.209411e+00	-8.366525e-01	-1.209910e+00
3.891023107165024e-01	-8.327293e-01	-1.196442e+00	-8.327235e-01	-1.196955e+00
3.901263107164750e-01	-8.286055e-01	-1.183125e+00	-8.285994e-01	-1.183651e+00
3.911503107164476e-01	-8.242761e-01	-1.169451e+00	-8.242697e-01	-1.169992e+00
3.921743107164202e-01	-8.197291e-01	-1.155416e+00	-8.197224e-01	-1.155970e+00
3.931983107163928e-01	-8.149517e-01	-1.141008e+00	-8.149446e-01	-1.141577e+00
3.942223107163654e-01	-8.099293e-01	-1.126217e+00	-8.099218e-01	-1.126802e+00
3.952463107163380e-01	-8.046460e-01	-1.111030e+00	-8.046381e-01	-1.111631e+00
3.962703107163106e-01	-7.990836e-01	-1.095432e+00	-7.990752e-01	-1.096049e+00
3.972943107162832e-01	-7.932217e-01	-1.079403e+00	-7.932130e-01	-1.080037e+00
3.983183107162558e-01	-7.870371e-01	-1.062922e+00	-7.870279e-01	-1.063574e+00
3.993423107162284e-01	-7.805032e-01	-1.045960e+00	-7.804934e-01	-1.046632e+00
3.999993107162108e-01	-7.761123e-01	-1.034810e+00	-7.761027e-01	-1.035495e+00
4.000000000000000e-01	-7.761061e-01	-1.034798e+00	-7.760980e-01	-1.035483e+00
