time	V(s)	V(s1)	V(s2)	V(s3)
3.399474999987790e-03	4.797678e-01	6.790766e-01	5.409775e-01	4.584418e-01
3.400936428559210e-03	4.790139e-01	6.779891e-01	5.400894e-01	4.577917e-01
3.402397857130630e-03	4.782634e-01	6.769040e-01	5.392037e-01	4.571473e-01
3.403859285702050e-03	4.775163e-01	6.758211e-01	5.383207e-01	4.565086e-01
3.405320714273470e-03	4.767726e-01	6.747405e-01	5.374402e-01	4.558756e-01
3.406782142844890e-03	4.760323e-01	6.736621e-01	5.365623e-01	4.552482e-01
3.408243571416310e-03	4.752955e-01	6.725860e-01	5.356869e-01	4.546265e-01
3.409704999987730e-03	4.745621e-01	6.715121e-01	5.348141e-01	4.540106e-01
3.409714999987730e-03	4.745571e-01	6.715048e-01	5.348081e-01	4.540064e-01
3.409973571416299e-03	4.744277e-01	6.713150e-01	5.346540e-01	4.538981e-01
3.410232142844870e-03	4.742984e-01	6.711254e-01	5.344999e-01	4.537902e-01
3.410490714273439e-03	4.741693e-01	6.709358e-01	5.343460e-01	4.536827e-01
3.410749285702009e-03	4.740403e-01	6.707462e-01	5.341921e-01	4.535755e-01
3.411007857130579e-03	4.739115e-01	6.705568e-01	5.340384e-01	4.534686e-01
3.411266428559149e-03	4.737828e-01	6.703674e-01	5.338847e-01	4.533622e-01
3.411524999987719e-03	4.736542e-01	6.701781e-01	5.337312e-01	4.532561e-01
3.412727857130569e-03	4.730576e-01	6.692984e-01	5.330181e-01	4.527667e-01
3.413930714273419e-03	4.724641e-01	6.684203e-01	5.323073e-01	4.522868e-01
3.415133571416269e-03	4.718737e-01	6.675440e-01	5.315989e-01	4.518165e-01
3.416336428559119e-03	4.712863e-01	6.666692e-01	5.308928e-01	4.513558e-01
3.417539285701969e-03	4.707020e-01	6.657962e-01	5.301889e-01	4.509046e-01
3.418742142844819e-03	4.701209e-01	6.649248e-01	5.294874e-01	4.504630e-01
3.419944999987669e-03	4.695427e-01	6.640550e-01	5.287883e-01	4.500310e-01
3.419954999987669e-03	4.695380e-01	6.640477e-01	5.287825e-01	4.500275e-01
3.421416428559089e-03	4.688398e-01	6.629932e-01	5.279362e-01	4.495157e-01
3.422877857130508e-03	4.681472e-01	6.619414e-01	5.270940e-01	4.490248e-01
3.424339285701928e-03	4.674601e-01	6.608921e-01	5.262559e-01	4.485547e-01
3.425800714273348e-03	4.667786e-01	6.598454e-01	5.254220e-01	4.481056e-01
3.427262142844768e-03	4.661026e-01	6.588013e-01	5.245921e-01	4.476773e-01
3.428723571416188e-03	4.654322e-01	6.577597e-01	5.237663e-01	4.472699e-01
3.430184999987608e-03	4.647673e-01	6.567208e-01	5.229447e-01	4.468834e-01
3.430194999987608e-03	4.647627e-01	6.567137e-01	5.229391e-01	4.468809e-01
3.431296428559030e-03	4.642658e-01	6.559325e-01	5.223230e-01	4.466070e-01
3.432397857130452e-03	4.637731e-01	6.551530e-01	5.217100e-01	4.463526e-01
3.433499285701874e-03	4.632845e-01	6.543750e-01	5.211000e-01	4.461176e-01
3.434600714273296e-03	4.628000e-01	6.535988e-01	5.204932e-01	4.459021e-01
3.435702142844718e-03	4.623197e-01	6.528241e-01	5.198895e-01	4.457060e-01
3.436803571416140e-03	4.618436e-01	6.520511e-01	5.192889e-01	4.455293e-01
3.437904999987562e-03	4.613716e-01	6.512798e-01	5.186914e-01	4.453722e-01
3.438264999987560e-03	4.612185e-01	6.510281e-01	5.184969e-01	4.453271e-01
3.438624999987558e-03	4.610659e-01	6.507765e-01	5.183030e-01	4.452851e-01
3.438984999987556e-03	4.609139e-01	6.505252e-01	5.181094e-01	4.452460e-01
3.439344999987554e-03	4.607625e-01	6.502741e-01	5.179162e-01	4.452098e-01
3.439704999987552e-03	4.606116e-01	6.500232e-01	5.177235e-01	4.451767e-01
3.440064999987549e-03	4.604612e-01	6.497724e-01	5.175312e-01	4.451464e-01
3.440424999987547e-03	4.603114e-01	6.495219e-01	5.173393e-01	4.451192e-01
3.440434999987547e-03	4.603073e-01	6.495149e-01	5.173340e-01	4.451185e-01
3.440793571416116e-03	4.601587e-01	6.492656e-01	5.171434e-01	4.450946e-01
3.441152142844686e-03	4.600107e-01	6.490164e-01	5.169532e-01	4.450744e-01
3.441510714273255e-03	4.598633e-01	6.487675e-01	5.167635e-01	4.450577e-01
3.441869285701824e-03	4.597166e-01	6.485188e-01	5.165743e-01	4.450447e-01
3.442227857130394e-03	4.595705e-01	6.482703e-01	5.163856e-01	4.450353e-01
3.442586428558963e-03	4.594250e-01	6.480220e-01	5.161974e-01	4.450296e-01
3.442944999987532e-03	4.592802e-01	6.477739e-01	5.160096e-01	4.450274e-01
3.443269285701816e-03	4.591497e-01	6.475497e-01	5.158403e-01	4.450290e-01
3.443593571416100e-03	4.590199e-01	6.473257e-01	5.156714e-01	4.450341e-01
3.443917857130383e-03	4.588907e-01	6.471018e-01	5.155030e-01	4.450430e-01
3.444242142844668e-03	4.587621e-01	6.468782e-01	5.153351e-01	4.450556e-01
3.444566428558951e-03	4.586340e-01	6.466547e-01	5.151677e-01	4.450718e-01
3.444890714273235e-03	4.585066e-01	6.464315e-01	5.150007e-01	4.450917e-01
3.445214999987519e-03	4.583797e-01	6.462083e-01	5.148342e-01	4.451154e-01
3.445732142844659e-03	4.581786e-01	6.458530e-01	5.145696e-01	4.451603e-01
3.446249285701798e-03	4.579794e-01	6.454982e-01	5.143065e-01	4.452179e-01
3.446766428558938e-03	4.577821e-01	6.451439e-01	5.140450e-01	4.452882e-01
3.447283571416078e-03	4.575866e-01	6.447901e-01	5.137850e-01	4.453711e-01
3.447800714273218e-03	4.573930e-01	6.444368e-01	5.135265e-01	4.454668e-01
3.448317857130357e-03	4.572013e-01	6.440841e-01	5.132695e-01	4.455751e-01
3.448834999987497e-03	4.570115e-01	6.437320e-01	5.130141e-01	4.456961e-01
3.449096428558924e-03	4.569164e-01	6.435542e-01	5.128858e-01	4.457636e-01
3.449357857130351e-03	4.568220e-01	6.433766e-01	5.127579e-01	4.458356e-01
3.449619285701778e-03	4.567281e-01	6.431991e-01	5.126306e-01	4.459120e-01
3.449880714273205e-03	4.566349e-01	6.430218e-01	5.125037e-01	4.459928e-01
3.450142142844633e-03	4.565422e-01	6.428447e-01	5.123774e-01	4.460780e-01
3.450403571416059e-03	4.564502e-01	6.426677e-01	5.122516e-01	4.461676e-01
3.450664999987486e-03	4.563588e-01	6.424909e-01	5.121263e-01	4.462616e-01
3.450674999987486e-03	4.563553e-01	6.424841e-01	5.121215e-01	4.462653e-01
3.451259285701769e-03	4.561529e-01	6.420895e-01	5.118430e-01	4.464887e-01
3.451843571416051e-03	4.559546e-01	6.416959e-01	5.115681e-01	4.467444e-01
3.452427857130333e-03	4.557605e-01	6.413033e-01	5.112968e-01	4.470325e-01
3.453012142844616e-03	4.555704e-01	6.409117e-01	5.110290e-01	4.473529e-01
3.453596428558898e-03	4.553846e-01	6.405212e-01	5.107649e-01	4.477058e-01
3.454180714273180e-03	4.552028e-01	6.401316e-01	5.105044e-01	4.480910e-01
3.454764999987462e-03	4.550252e-01	6.397431e-01	5.102474e-01	4.485085e-01
3.455070714273175e-03	4.549344e-01	6.395403e-01	5.101150e-01	4.487457e-01
3.455376428558887e-03	4.548454e-01	6.393380e-01	5.099840e-01	4.489965e-01
3.455682142844600e-03	4.547583e-01	6.391360e-01	5.098545e-01	4.492609e-01
3.455987857130312e-03	4.546730e-01	6.389344e-01	5.097265e-01	4.495388e-01
3.456293571416024e-03	4.545894e-01	6.387332e-01	5.095999e-01	4.498304e-01
3.456599285701737e-03	4.545077e-01	6.385324e-01	5.094748e-01	4.501355e-01
3.456904999987449e-03	4.544278e-01	6.383320e-01	5.093511e-01	4.504542e-01
3.457476428558875e-03	4.542830e-01	6.379584e-01	5.091235e-01	4.510821e-01
3.458047857130300e-03	4.541472e-01	6.375867e-01	5.089036e-01	4.517830e-01
3.458619285701725e-03	4.540205e-01	6.372169e-01	5.086914e-01	4.525570e-01
3.459190714273150e-03	4.539029e-01	6.368490e-01	5.084868e-01	4.534038e-01
3.459762142844575e-03	4.537943e-01	6.364831e-01	5.082899e-01	4.543237e-01
3.460333571416000e-03	4.536948e-01	6.361190e-01	5.081008e-01	4.553166e-01
3.460904999987426e-03	4.536043e-01	6.357568e-01	5.079193e-01	4.563824e-01
3.460914999987426e-03	4.536029e-01	6.357505e-01	5.079162e-01	4.564021e-01
3.461334999987423e-03	4.535442e-01	6.354859e-01	5.077896e-01	4.572511e-01
3.461754999987421e-03	4.534923e-01	6.352227e-01	5.076690e-01	4.581576e-01
3.462174999987418e-03	4.534472e-01	6.349609e-01	5.075544e-01	4.591214e-01
3.462594999987416e-03	4.534088e-01	6.347005e-01	5.074457e-01	4.601428e-01
3.463014999987413e-03	4.533772e-01	6.344415e-01	5.073430e-01	4.612215e-01
3.463434999987411e-03	4.533524e-01	6.341839e-01	5.072463e-01	4.623577e-01
3.463854999987408e-03	4.533343e-01	6.339276e-01	5.071555e-01	4.635513e-01
3.464007857130264e-03	4.533297e-01	6.338348e-01	5.071243e-01	4.640028e-01
3.464160714273121e-03	4.533261e-01	6.337421e-01	5.070938e-01	4.644626e-01
3.464313571415977e-03	4.533235e-01	6.336497e-01	5.070643e-01	4.649308e-01
3.464466428558833e-03	4.533218e-01	6.335574e-01	5.070356e-01	4.654074e-01
3.464619285701689e-03	4.533211e-01	6.334653e-01	5.070078e-01	4.658924e-01
3.464772142844546e-03	4.533214e-01	6.333735e-01	5.069809e-01	4.663857e-01
3.464924999987402e-03	4.533226e-01	6.332818e-01	5.069548e-01	4.668875e-01
3.465196428558829e-03	4.533274e-01	6.331196e-01	5.069108e-01	4.678000e-01
3.465467857130256e-03	4.533351e-01	6.329580e-01	5.068694e-01	4.687382e-01
3.465739285701683e-03	4.533459e-01	6.327970e-01	5.068306e-01	4.697024e-01
3.466010714273110e-03	4.533597e-01	6.326366e-01	5.067946e-01	4.706923e-01
3.466282142844537e-03	4.533765e-01	6.324768e-01	5.067612e-01	4.717081e-01
3.466553571415963e-03	4.533964e-01	6.323177e-01	5.067304e-01	4.727497e-01
3.466824999987390e-03	4.534192e-01	6.321591e-01	5.067024e-01	4.738171e-01
3.467220714273102e-03	4.534582e-01	6.319291e-01	5.066664e-01	4.754216e-01
3.467616428558814e-03	4.535025e-01	6.317002e-01	5.066350e-01	4.770703e-01
3.468012142844526e-03	4.535521e-01	6.314724e-01	5.066082e-01	4.787632e-01
3.468407857130238e-03	4.536071e-01	6.312457e-01	5.065859e-01	4.805004e-01
3.468803571415950e-03	4.536674e-01	6.310201e-01	5.065682e-01	4.822820e-01
3.469199285701662e-03	4.537331e-01	6.307955e-01	5.065551e-01	4.841077e-01
3.469594999987374e-03	4.538041e-01	6.305720e-01	5.065465e-01	4.859778e-01
3.469816428558801e-03	4.538456e-01	6.304473e-01	5.065431e-01	4.870374e-01
3.470037857130228e-03	4.538882e-01	6.303229e-01	5.065406e-01	4.881065e-01
3.470259285701656e-03	4.539321e-01	6.301987e-01	5.065391e-01	4.891850e-01
3.470480714273083e-03	4.539773e-01	6.300748e-01	5.065386e-01	4.902728e-01
3.470702142844511e-03	4.540236e-01	6.299511e-01	5.065391e-01	4.913701e-01
3.470923571415937e-03	4.540712e-01	6.298276e-01	5.065405e-01	4.924767e-01
3.471144999987365e-03	4.541200e-01	6.297044e-01	5.065429e-01	4.935927e-01
3.471154999987365e-03	4.541222e-01	6.296989e-01	5.065430e-01	4.936433e-01
3.471506428558791e-03	4.542021e-01	6.295039e-01	5.065487e-01	4.954330e-01
3.471857857130218e-03	4.542841e-01	6.293093e-01	5.065558e-01	4.972366e-01
3.472209285701644e-03	4.543682e-01	6.291151e-01	5.065644e-01	4.990542e-01
3.472560714273071e-03	4.544544e-01	6.289214e-01	5.065745e-01	5.008858e-01
3.472912142844497e-03	4.545428e-01	6.287281e-01	5.065859e-01	5.027314e-01
3.473263571415924e-03	4.546332e-01	6.285352e-01	5.065988e-01	5.045910e-01
3.473614999987350e-03	4.547257e-01	6.283427e-01	5.066132e-01	5.064645e-01
3.474083571415919e-03	4.548517e-01	6.280867e-01	5.066339e-01	5.089772e-01
3.474552142844488e-03	4.549797e-01	6.278311e-01	5.066554e-01	5.114975e-01
3.475020714273056e-03	4.551098e-01	6.275758e-01	5.066777e-01	5.140256e-01
3.475489285701625e-03	4.552419e-01	6.273210e-01	5.067009e-01	5.165613e-01
3.475957857130193e-03	4.553761e-01	6.270666e-01	5.067248e-01	5.191047e-01
3.476426428558762e-03	4.555124e-01	6.268127e-01	5.067495e-01	5.216557e-01
3.476894999987331e-03	4.556508e-01	6.265591e-01	5.067751e-01	5.242145e-01
3.477519285701613e-03	4.558372e-01	6.262218e-01	5.068093e-01	5.276242e-01
3.478143571415895e-03	4.560254e-01	6.258848e-01	5.068427e-01	5.310268e-01
3.478767857130177e-03	4.562155e-01	6.255481e-01	5.068755e-01	5.344221e-01
3.479392142844459e-03	4.564073e-01	6.252117e-01	5.069076e-01	5.378102e-01
3.480016428558741e-03	4.566009e-01	6.248757e-01	5.069390e-01	5.411912e-01
3.480640714273023e-03	4.567962e-01	6.245400e-01	5.069697e-01	5.445649e-01
3.481264999987305e-03	4.569934e-01	6.242047e-01	5.069997e-01	5.479314e-01
3.481394999987304e-03	4.570346e-01	6.241349e-01	5.070058e-01	5.486298e-01
3.482160714273014e-03	4.572781e-01	6.237239e-01	5.070401e-01	5.527340e-01
3.482926428558724e-03	4.575235e-01	6.233132e-01	5.070719e-01	5.568119e-01
3.483692142844433e-03	4.577706e-01	6.229027e-01	5.071010e-01	5.608635e-01
3.484457857130143e-03	4.580196e-01	6.224925e-01	5.071275e-01	5.648887e-01
3.485223571415853e-03	4.582704e-01	6.220826e-01	5.071514e-01	5.688875e-01
3.485989285701562e-03	4.585231e-01	6.216730e-01	5.071727e-01	5.728600e-01
3.486754999987272e-03	4.587775e-01	6.212636e-01	5.071914e-01	5.768061e-01
3.487412142844411e-03	4.589973e-01	6.209124e-01	5.072049e-01	5.801671e-01
3.488069285701550e-03	4.592188e-01	6.205614e-01	5.072161e-01	5.835051e-01
3.488726428558689e-03	4.594420e-01	6.202107e-01	5.072251e-01	5.868201e-01
3.489383571415828e-03	4.596670e-01	6.198601e-01	5.072318e-01	5.901122e-01
3.490040714272967e-03	4.598938e-01	6.195098e-01	5.072362e-01	5.933814e-01
3.490697857130106e-03	4.601224e-01	6.191596e-01	5.072384e-01	5.966276e-01
3.491354999987245e-03	4.603527e-01	6.188097e-01	5.072383e-01	5.998509e-01
3.491634999987243e-03	4.604516e-01	6.186606e-01	5.072376e-01	6.012169e-01
3.492863571415807e-03	4.608869e-01	6.180070e-01	5.072291e-01	6.071599e-01
3.494092142844372e-03	4.613346e-01	6.173546e-01	5.072127e-01	6.130203e-01
3.495320714272936e-03	4.617949e-01	6.167036e-01	5.071882e-01	6.187980e-01
3.496549285701500e-03	4.622678e-01	6.160539e-01	5.071557e-01	6.244931e-01
3.497777857130064e-03	4.627532e-01	6.154056e-01	5.071151e-01	6.301055e-01
3.499006428558628e-03	4.632511e-01	6.147586e-01	5.070665e-01	6.356353e-01
3.500234999987192e-03	4.637616e-01	6.141129e-01	5.070098e-01	6.410825e-01
3.501874999987182e-03	4.644794e-01	6.132548e-01	5.069222e-01	6.482276e-01
3.502987857130033e-03	4.649809e-01	6.126742e-01	5.068547e-01	6.529927e-01
3.504100714272883e-03	4.655117e-01	6.120965e-01	5.067812e-01	6.576935e-01
3.505213571415734e-03	4.660720e-01	6.115219e-01	5.067018e-01	6.623301e-01
3.506326428558585e-03	4.666616e-01	6.109504e-01	5.066164e-01	6.669024e-01
3.507439285701435e-03	4.672807e-01	6.103819e-01	5.065251e-01	6.714105e-01
3.508552142844286e-03	4.679292e-01	6.098165e-01	5.064278e-01	6.758543e-01
3.509664999987136e-03	4.686070e-01	6.092541e-01	5.063245e-01	6.802340e-01
3.510013571415705e-03	4.688308e-01	6.090792e-01	5.062911e-01	6.815934e-01
3.510362142844275e-03	4.690598e-01	6.089048e-01	5.062572e-01	6.829470e-01
3.510710714272844e-03	4.692938e-01	6.087309e-01	5.062227e-01	6.842945e-01
3.511059285701413e-03	4.695331e-01	6.085575e-01	5.061878e-01	6.856361e-01
3.511407857129983e-03	4.697774e-01	6.083847e-01	5.061523e-01	6.869717e-01
3.511756428558552e-03	4.700269e-01	6.082123e-01	5.061162e-01	6.883013e-01
3.512104999987122e-03	4.702815e-01	6.080405e-01	5.060797e-01	6.896250e-01
3.512114999987122e-03	4.702889e-01	6.080356e-01	5.060786e-01	6.896629e-01
3.512933571415688e-03	4.709001e-01	6.076336e-01	5.059905e-01	6.927468e-01
3.513752142844255e-03	4.715595e-01	6.072365e-01	5.059000e-01	6.958000e-01
3.514570714272821e-03	4.722671e-01	6.068443e-01	5.058070e-01	6.988227e-01
3.515389285701388e-03	4.730227e-01	6.064571e-01	5.057116e-01	7.018147e-01
3.516207857129954e-03	4.738265e-01	6.060748e-01	5.056137e-01	7.047761e-01
3.517026428558521e-03	4.746785e-01	6.056974e-01	5.055134e-01	7.077068e-01
3.517844999987087e-03	4.755786e-01	6.053250e-01	5.054107e-01	7.106070e-01
3.518487857129941e-03	4.763326e-01	6.050373e-01	5.053286e-01	7.128646e-01
3.519130714272794e-03	4.771452e-01	6.047556e-01	5.052456e-01	7.151063e-01
3.519773571415647e-03	4.780164e-01	6.044798e-01	5.051616e-01	7.173321e-01
3.520416428558501e-03	4.789462e-01	6.042100e-01	5.050768e-01	7.195418e-01
3.521059285701354e-03	4.799347e-01	6.039462e-01	5.049910e-01	7.217356e-01
3.521702142844208e-03	4.809817e-01	6.036884e-01	5.049044e-01	7.239134e-01
3.522344999987061e-03	4.820873e-01	6.034365e-01	5.048168e-01	7.260752e-01
3.522354999987061e-03	4.821053e-01	6.034327e-01	5.048155e-01	7.261088e-01
3.522980714272771e-03	4.832561e-01	6.031951e-01	5.047297e-01	7.281992e-01
3.523606428558482e-03	4.845002e-01	6.029670e-01	5.046438e-01	7.302779e-01
3.524232142844193e-03	4.858376e-01	6.027483e-01	5.045578e-01	7.323449e-01
3.524857857129903e-03	4.872683e-01	6.025391e-01	5.044716e-01	7.344004e-01
3.525483571415613e-03	4.887923e-01	6.023394e-01	5.043853e-01	7.364442e-01
3.526109285701324e-03	4.904096e-01	6.021492e-01	5.042989e-01	7.384763e-01
3.526734999987035e-03	4.921203e-01	6.019684e-01	5.042123e-01	7.404968e-01
3.526926428558462e-03	4.926693e-01	6.019157e-01	5.041860e-01	7.411132e-01
3.527117857129889e-03	4.932288e-01	6.018640e-01	5.041596e-01	7.417287e-01
3.527309285701317e-03	4.937989e-01	6.018135e-01	5.041333e-01	7.423432e-01
3.527500714272745e-03	4.943795e-01	6.017640e-01	5.041070e-01	7.429568e-01
3.527692142844172e-03	4.949706e-01	6.017155e-01	5.040807e-01	7.435694e-01
3.527883571415599e-03	4.955723e-01	6.016682e-01	5.040544e-01	7.441811e-01
3.528074999987027e-03	4.961845e-01	6.016219e-01	5.040281e-01	7.447918e-01
3.528342142844168e-03	4.970572e-01	6.015591e-01	5.039916e-01	7.456426e-01
3.528609285701309e-03	4.979505e-01	6.014984e-01	5.039550e-01	7.464915e-01
3.528876428558451e-03	4.988644e-01	6.014397e-01	5.039185e-01	7.473385e-01
3.529143571415592e-03	4.997990e-01	6.013832e-01	5.038821e-01	7.481836e-01
3.529410714272733e-03	5.007543e-01	6.013288e-01	5.038456e-01	7.490268e-01
3.529677857129874e-03	5.017302e-01	6.012765e-01	5.038092e-01	7.498681e-01
3.529944999987016e-03	5.027267e-01	6.012262e-01	5.037728e-01	7.507075e-01
3.530322142844156e-03	5.041703e-01	6.011590e-01	5.037216e-01	7.518895e-01
3.530699285701297e-03	5.056498e-01	6.010953e-01	5.036703e-01	7.530670e-01
3.531076428558438e-03	5.071653e-01	6.010353e-01	5.036189e-01	7.542400e-01
3.531453571415578e-03	5.087166e-01	6.009789e-01	5.035675e-01	7.554085e-01
3.531830714272719e-03	5.103038e-01	6.009261e-01	5.035160e-01	7.565725e-01
3.532207857129859e-03	5.119269e-01	6.008769e-01	5.034645e-01	7.577321e-01
3.532584999987000e-03	5.135859e-01	6.008313e-01	5.034129e-01	7.588871e-01
3.532594999987000e-03	5.136302e-01	6.008301e-01	5.034115e-01	7.589177e-01
3.533250714272710e-03	5.166044e-01	6.007598e-01	5.033218e-01	7.609153e-01
3.533906428558421e-03	5.196391e-01	6.006956e-01	5.032308e-01	7.628934e-01
3.534562142844131e-03	5.227343e-01	6.006372e-01	5.031385e-01	7.648519e-01
3.535217857129841e-03	5.258900e-01	6.005849e-01	5.030450e-01	7.667910e-01
3.535873571415552e-03	5.291063e-01	6.005385e-01	5.029502e-01	7.687105e-01
3.536529285701262e-03	5.323830e-01	6.004981e-01	5.028541e-01	7.706104e-01
3.537184999986973e-03	5.357202e-01	6.004636e-01	5.027568e-01	7.724909e-01
3.537692142844113e-03	5.383128e-01	6.004380e-01	5.026801e-01	7.739282e-01
3.538199285701252e-03	5.409144e-01	6.004131e-01	5.026019e-01	7.753502e-01
3.538706428558392e-03	5.435251e-01	6.003891e-01	5.025224e-01	7.767568e-01
3.539213571415532e-03	5.461447e-01	6.003658e-01	5.024415e-01	7.781482e-01
3.539720714272672e-03	5.487735e-01	6.003433e-01	5.023592e-01	7.795242e-01
3.540227857129812e-03	5.514112e-01	6.003215e-01	5.022755e-01	7.808849e-01
3.540734999986952e-03	5.540580e-01	6.003006e-01	5.021905e-01	7.822303e-01
3.541033571415521e-03	5.556142e-01	6.002880e-01	5.021396e-01	7.830142e-01
3.541332142844091e-03	5.571697e-01	6.002752e-01	5.020881e-01	7.837922e-01
3.541630714272661e-03	5.587246e-01	6.002624e-01	5.020361e-01	7.845642e-01
3.541929285701230e-03	5.602788e-01	6.002494e-01	5.019834e-01	7.853303e-01
3.542227857129800e-03	5.618323e-01	6.002363e-01	5.019302e-01	7.860903e-01
3.542526428558370e-03	5.633852e-01	6.002231e-01	5.018764e-01	7.868445e-01
3.542824999986939e-03	5.649375e-01	6.002098e-01	5.018220e-01	7.875926e-01
3.542834999986939e-03	5.649894e-01	6.002093e-01	5.018201e-01	7.876176e-01
3.543582142844078e-03	5.688701e-01	6.001754e-01	5.016816e-01	7.894639e-01
3.544329285701216e-03	5.727306e-01	6.001390e-01	5.015387e-01	7.912683e-01
3.545076428558354e-03	5.765708e-01	6.001002e-01	5.013916e-01	7.930306e-01
3.545823571415493e-03	5.803909e-01	6.000591e-01	5.012403e-01	7.947509e-01
3.546570714272631e-03	5.841907e-01	6.000155e-01	5.010847e-01	7.964292e-01
3.547317857129769e-03	5.879704e-01	5.999695e-01	5.009248e-01	7.980654e-01
3.548064999986908e-03	5.917298e-01	5.999210e-01	5.007607e-01	7.996597e-01
3.548779285701189e-03	5.952957e-01	5.998716e-01	5.005994e-01	8.011417e-01
3.549493571415471e-03	5.988341e-01	5.998189e-01	5.004336e-01	8.025785e-01
3.550207857129752e-03	6.023448e-01	5.997631e-01	5.002631e-01	8.039701e-01
3.550922142844034e-03	6.058280e-01	5.997040e-01	5.000879e-01	8.053165e-01
3.551636428558316e-03	6.092835e-01	5.996419e-01	4.999082e-01	8.066177e-01
3.552350714272597e-03	6.127113e-01	5.995765e-01	4.997238e-01	8.078737e-01
3.553064999986878e-03	6.161116e-01	5.995080e-01	4.995348e-01	8.090845e-01
3.553074999986878e-03	6.161589e-01	5.995070e-01	4.995321e-01	8.091010e-01
3.554013571415444e-03	6.205805e-01	5.994116e-01	4.992766e-01	8.106219e-01
3.554952142844010e-03	6.249474e-01	5.993099e-01	4.990110e-01	8.120441e-01
3.555890714272576e-03	6.292597e-01	5.992019e-01	4.987353e-01	8.133674e-01
3.556829285701142e-03	6.335173e-01	5.990876e-01	4.984496e-01	8.145920e-01
3.557767857129707e-03	6.377204e-01	5.989669e-01	4.981538e-01	8.157177e-01
3.558706428558274e-03	6.418687e-01	5.988398e-01	4.978479e-01	8.167447e-01
3.559644999986839e-03	6.459625e-01	5.987064e-01	4.975320e-01	8.176729e-01
3.560167857129693e-03	6.482175e-01	5.986291e-01	4.973506e-01	8.181365e-01
3.560690714272547e-03	6.504545e-01	5.985496e-01	4.971653e-01	8.185612e-01
3.561213571415401e-03	6.526735e-01	5.984680e-01	4.969760e-01	8.189471e-01
3.561736428558256e-03	6.548745e-01	5.983842e-01	4.967829e-01	8.192942e-01
3.562259285701109e-03	6.570575e-01	5.982983e-01	4.965858e-01	8.196025e-01
3.562782142843964e-03	6.592225e-01	5.982102e-01	4.963847e-01	8.198719e-01
3.563304999986818e-03	6.613695e-01	5.981200e-01	4.961798e-01	8.201026e-01
3.563314999986817e-03	6.614104e-01	5.981183e-01	4.961758e-01	8.201065e-01
3.563626428558244e-03	6.626802e-01	5.980635e-01	4.960516e-01	8.202226e-01
3.563937857129671e-03	6.639435e-01	5.980079e-01	4.959259e-01	8.203237e-01
3.564249285701098e-03	6.652004e-01	5.979515e-01	4.957986e-01	8.204097e-01
3.564560714272524e-03	6.664508e-01	5.978944e-01	4.956699e-01	8.204808e-01
3.564872142843951e-03	6.676946e-01	5.978365e-01	4.955396e-01	8.205369e-01
3.565183571415378e-03	6.689320e-01	5.977778e-01	4.954079e-01	8.205780e-01
3.565494999986805e-03	6.701630e-01	5.977183e-01	4.952746e-01	8.206041e-01
3.565622142843947e-03	6.706636e-01	5.976938e-01	4.952198e-01	8.206104e-01
3.565749285701089e-03	6.711632e-01	5.976691e-01	4.951647e-01	8.206142e-01
3.565876428558231e-03	6.716618e-01	5.976444e-01	4.951093e-01	8.206156e-01
3.566003571415373e-03	6.721592e-01	5.976195e-01	4.950537e-01	8.206146e-01
3.566130714272515e-03	6.726556e-01	5.975944e-01	4.949979e-01	8.206111e-01
3.566257857129657e-03	6.731509e-01	5.975693e-01	4.949418e-01	8.206051e-01
3.566384999986799e-03	6.736452e-01	5.975440e-01	4.948855e-01	8.205968e-01
3.566620714272512e-03	6.745586e-01	5.974968e-01	4.947804e-01	8.205744e-01
3.566856428558225e-03	6.754685e-01	5.974492e-01	4.946746e-01	8.205444e-01
3.567092142843938e-03	6.763748e-01	5.974012e-01	4.945679e-01	8.205068e-01
3.567327857129651e-03	6.772774e-01	5.973527e-01	4.944606e-01	8.204615e-01
3.567563571415364e-03	6.781765e-01	5.973038e-01	4.943524e-01	8.204086e-01
3.567799285701076e-03	6.790720e-01	5.972545e-01	4.942435e-01	8.203480e-01
3.568034999986789e-03	6.799639e-01	5.972047e-01	4.941338e-01	8.202798e-01
3.568107857129646e-03	6.802389e-01	5.971893e-01	4.940998e-01	8.202575e-01
3.568180714272503e-03	6.805135e-01	5.971738e-01	4.940657e-01	8.202346e-01
3.568253571415359e-03	6.807879e-01	5.971583e-01	4.940316e-01	8.202110e-01
3.568326428558216e-03	6.810619e-01	5.971427e-01	4.939974e-01	8.201869e-01
3.568399285701073e-03	6.813355e-01	5.971271e-01	4.939631e-01	8.201621e-01
3.568472142843930e-03	6.816089e-01	5.971115e-01	4.939288e-01	8.201367e-01
3.568544999986786e-03	6.818819e-01	5.970958e-01	4.938944e-01	8.201107e-01
3.568859285701070e-03	6.830560e-01	5.970278e-01	4.937456e-01	8.199937e-01
3.569173571415354e-03	6.842247e-01	5.969592e-01	4.935964e-01	8.198725e-01
3.569487857129638e-03	6.853881e-01	5.968901e-01	4.934468e-01	8.197471e-01
3.569802142843922e-03	6.865461e-01	5.968204e-01	4.932968e-01	8.196175e-01
3.570116428558206e-03	6.876987e-01	5.967502e-01	4.931465e-01	8.194837e-01
3.570430714272490e-03	6.888459e-01	5.966794e-01	4.929957e-01	8.193457e-01
3.570744999986773e-03	6.899877e-01	5.966081e-01	4.928446e-01	8.192036e-01
