time	V(out)	V(outr)
6.727435000090458e-02	4.396144e-01	4.945836e-01
6.728809285804783e-02	4.395208e-01	4.944534e-01
6.730183571519108e-02	4.394272e-01	4.943233e-01
6.731557857233433e-02	4.393337e-01	4.941933e-01
6.732932142947759e-02	4.392403e-01	4.940635e-01
6.734306428662085e-02	4.391469e-01	4.939339e-01
6.735680714376409e-02	4.390536e-01	4.938044e-01
6.737055000090734e-02	4.389604e-01	4.936751e-01
6.737675000090752e-02	4.389184e-01	4.936168e-01
6.747915000091047e-02	4.382285e-01	4.926595e-01
6.758155000091341e-02	4.375456e-01	4.917117e-01
6.768395000091636e-02	4.368695e-01	4.907734e-01
6.778635000091930e-02	4.362001e-01	4.898444e-01
6.788875000092225e-02	4.355372e-01	4.889246e-01
6.799115000092519e-02	4.348809e-01	4.880137e-01
6.809355000092814e-02	4.342309e-01	4.871118e-01
6.819595000093108e-02	4.335873e-01	4.862186e-01
6.829835000093402e-02	4.329499e-01	4.853340e-01
6.840075000093697e-02	4.323186e-01	4.844580e-01
6.850315000093991e-02	4.316934e-01	4.835903e-01
6.860555000094286e-02	4.310741e-01	4.827309e-01
6.870795000094580e-02	4.304607e-01	4.818796e-01
6.881035000094875e-02	4.298531e-01	4.810364e-01
6.891275000095169e-02	4.292511e-01	4.802010e-01
6.901515000095464e-02	4.286548e-01	4.793735e-01
6.911755000095758e-02	4.280640e-01	4.785536e-01
6.921995000096053e-02	4.274787e-01	4.777414e-01
6.932235000096347e-02	4.268988e-01	4.769365e-01
6.942475000096641e-02	4.263242e-01	4.761391e-01
6.952715000096936e-02	4.257548e-01	4.753490e-01
6.962955000097230e-02	4.251906e-01	4.745660e-01
6.973195000097525e-02	4.246315e-01	4.737901e-01
6.983435000097819e-02	4.240774e-01	4.730211e-01
6.993675000098114e-02	4.235283e-01	4.722591e-01
7.003915000098408e-02	4.229840e-01	4.715038e-01
7.014155000098703e-02	4.224446e-01	4.707552e-01
7.024395000098997e-02	4.219100e-01	4.700133e-01
7.034635000099292e-02	4.213800e-01	4.692778e-01
7.044875000099586e-02	4.208547e-01	4.685488e-01
7.055115000099881e-02	4.203340e-01	4.678262e-01
7.065355000100175e-02	4.198178e-01	4.671098e-01
7.075595000100469e-02	4.193060e-01	4.663996e-01
7.085835000100764e-02	4.187987e-01	4.656954e-01
7.096075000101058e-02	4.182957e-01	4.649974e-01
7.106315000101353e-02	4.177969e-01	4.643052e-01
7.116555000101647e-02	4.173025e-01	4.636189e-01
7.126795000101942e-02	4.168121e-01	4.629385e-01
7.128256428673413e-02	4.167425e-01	4.628418e-01
7.129717857244883e-02	4.166729e-01	4.627453e-01
7.131179285816354e-02	4.166035e-01	4.626489e-01
7.132640714387824e-02	4.165341e-01	4.625526e-01
7.134102142959295e-02	4.164648e-01	4.624564e-01
7.135563571530765e-02	4.163955e-01	4.623603e-01
7.137025000102236e-02	4.163264e-01	4.622644e-01
7.137035000102236e-02	4.163259e-01	4.622637e-01
7.147275000102531e-02	4.158438e-01	4.615946e-01
7.157515000102825e-02	4.153657e-01	4.609311e-01
7.167755000103120e-02	4.148916e-01	4.602730e-01
7.177995000103414e-02	4.144213e-01	4.596204e-01
7.188235000103708e-02	4.139550e-01	4.589732e-01
7.198475000104003e-02	4.134925e-01	4.583313e-01
7.208715000104297e-02	4.130338e-01	4.576946e-01
7.218955000104592e-02	4.125788e-01	4.570631e-01
7.229195000104886e-02	4.121274e-01	4.564368e-01
7.239435000105181e-02	4.116797e-01	4.558154e-01
7.249675000105475e-02	4.112356e-01	4.551991e-01
7.259915000105770e-02	4.107951e-01	4.545876e-01
7.270155000106064e-02	4.103581e-01	4.539811e-01
7.280395000106359e-02	4.099245e-01	4.533793e-01
7.290635000106653e-02	4.094944e-01	4.527823e-01
7.300875000106948e-02	4.090676e-01	4.521900e-01
7.311115000107242e-02	4.086442e-01	4.516023e-01
7.321355000107536e-02	4.082241e-01	4.510193e-01
7.331595000107831e-02	4.078073e-01	4.504407e-01
7.341835000108125e-02	4.073937e-01	4.498666e-01
7.352075000108420e-02	4.069832e-01	4.492970e-01
7.362315000108714e-02	4.065760e-01	4.487317e-01
7.372555000109009e-02	4.061718e-01	4.481708e-01
7.382795000109303e-02	4.057707e-01	4.476141e-01
7.393035000109598e-02	4.053727e-01	4.470616e-01
7.403275000109892e-02	4.049777e-01	4.465133e-01
7.413515000110187e-02	4.045857e-01	4.459692e-01
7.423755000110481e-02	4.041966e-01	4.454291e-01
7.433995000110775e-02	4.038104e-01	4.448931e-01
7.444235000111070e-02	4.034271e-01	4.443610e-01
7.454475000111364e-02	4.030467e-01	4.438329e-01
7.464715000111659e-02	4.026690e-01	4.433087e-01
7.474955000111953e-02	4.022942e-01	4.427884e-01
7.485195000112248e-02	4.019220e-01	4.422719e-01
7.495435000112542e-02	4.015526e-01	4.417591e-01
7.505675000112837e-02	4.011860e-01	4.412501e-01
7.515915000113131e-02	4.008219e-01	4.407448e-01
7.526155000113426e-02	4.004605e-01	4.402431e-01
7.536395000113720e-02	4.001017e-01	4.397450e-01
7.546635000114015e-02	3.997455e-01	4.392505e-01
7.556875000114309e-02	3.993918e-01	4.387596e-01
7.567115000114603e-02	3.990406e-01	4.382721e-01
7.577355000114898e-02	3.986920e-01	4.377881e-01
7.587595000115192e-02	3.983457e-01	4.373075e-01
7.597835000115487e-02	3.980020e-01	4.368303e-01
7.608075000115781e-02	3.976606e-01	4.363564e-01
7.618315000116076e-02	3.973217e-01	4.358859e-01
7.628555000116370e-02	3.969851e-01	4.354186e-01
7.638795000116665e-02	3.966508e-01	4.349546e-01
7.649035000116959e-02	3.963189e-01	4.344938e-01
7.659275000117254e-02	3.959892e-01	4.340361e-01
7.669515000117548e-02	3.956619e-01	4.335816e-01
7.679755000117842e-02	3.953367e-01	4.331302e-01
7.689995000118137e-02	3.950138e-01	4.326819e-01
7.700235000118431e-02	3.946930e-01	4.322367e-01
7.710475000118726e-02	3.943745e-01	4.317944e-01
7.720715000119020e-02	3.940581e-01	4.313551e-01
7.730955000119315e-02	3.937438e-01	4.309188e-01
7.741195000119609e-02	3.934317e-01	4.304855e-01
7.751435000119904e-02	3.931216e-01	4.300550e-01
7.761675000120198e-02	3.928136e-01	4.296274e-01
7.771915000120493e-02	3.925076e-01	4.292026e-01
7.782155000120787e-02	3.922037e-01	4.287806e-01
7.792395000121081e-02	3.919018e-01	4.283614e-01
7.802635000121376e-02	3.916019e-01	4.279449e-01
7.812875000121670e-02	3.913039e-01	4.275312e-01
7.823115000121965e-02	3.910078e-01	4.271202e-01
7.833355000122259e-02	3.907138e-01	4.267119e-01
7.843595000122554e-02	3.904215e-01	4.263062e-01
7.853835000122848e-02	3.901312e-01	4.259031e-01
7.864075000123143e-02	3.898428e-01	4.255026e-01
7.874315000123437e-02	3.895562e-01	4.251047e-01
7.884555000123732e-02	3.892715e-01	4.247093e-01
7.894795000124026e-02	3.889886e-01	4.243165e-01
7.905035000124321e-02	3.887074e-01	4.239261e-01
7.915275000124615e-02	3.884281e-01	4.235382e-01
7.925515000124909e-02	3.881505e-01	4.231528e-01
7.935755000125204e-02	3.878747e-01	4.227698e-01
7.945995000125498e-02	3.876006e-01	4.223892e-01
7.956235000125793e-02	3.873282e-01	4.220110e-01
7.966475000126087e-02	3.870575e-01	4.216351e-01
7.976715000126382e-02	3.867885e-01	4.212616e-01
7.986955000126676e-02	3.865212e-01	4.208904e-01
7.997195000126971e-02	3.862555e-01	4.205215e-01
8.007435000127265e-02	3.859915e-01	4.201548e-01
8.017675000127560e-02	3.857291e-01	4.197904e-01
8.027915000127854e-02	3.854683e-01	4.194282e-01
8.038155000128148e-02	3.852091e-01	4.190683e-01
8.048395000128443e-02	3.849514e-01	4.187105e-01
8.058635000128737e-02	3.846954e-01	4.183549e-01
8.068875000129032e-02	3.844408e-01	4.180014e-01
8.079115000129326e-02	3.841878e-01	4.176501e-01
8.089355000129621e-02	3.839364e-01	4.173009e-01
8.099595000129915e-02	3.836864e-01	4.169537e-01
8.109835000130210e-02	3.834380e-01	4.166087e-01
8.120075000130504e-02	3.831910e-01	4.162657e-01
8.120620714416234e-02	3.831779e-01	4.162474e-01
8.121166428701965e-02	3.831648e-01	4.162292e-01
8.121712142987694e-02	3.831516e-01	4.162110e-01
8.122257857273424e-02	3.831385e-01	4.161928e-01
8.122803571559153e-02	3.831254e-01	4.161746e-01
8.123349285844884e-02	3.831123e-01	4.161564e-01
8.123895000130614e-02	3.830992e-01	4.161382e-01
8.124810714416354e-02	3.830773e-01	4.161077e-01
8.125726428702096e-02	3.830554e-01	4.160773e-01
8.126642142987836e-02	3.830336e-01	4.160468e-01
8.127557857273576e-02	3.830118e-01	4.160164e-01
8.128473571559316e-02	3.829902e-01	4.159861e-01
8.129389285845058e-02	3.829686e-01	4.159558e-01
8.130305000130798e-02	3.829471e-01	4.159255e-01
8.130315000130799e-02	3.829468e-01	4.159251e-01
8.131776428702270e-02	3.829127e-01	4.158769e-01
8.133237857273740e-02	3.828790e-01	4.158288e-01
8.134699285845211e-02	3.828458e-01	4.157810e-01
8.136160714416681e-02	3.828131e-01	4.157333e-01
8.137622142988152e-02	3.827808e-01	4.156858e-01
8.139083571559622e-02	3.827490e-01	4.156385e-01
8.140545000131093e-02	3.827178e-01	4.155914e-01
8.140555000131093e-02	3.827175e-01	4.155911e-01
8.142016428702564e-02	3.826869e-01	4.155442e-01
8.143477857274034e-02	3.826571e-01	4.154977e-01
8.144939285845505e-02	3.826282e-01	4.154515e-01
8.146400714416975e-02	3.826000e-01	4.154055e-01
8.147862142988446e-02	3.825727e-01	4.153599e-01
8.149323571559916e-02	3.825463e-01	4.153146e-01
8.150785000131387e-02	3.825207e-01	4.152696e-01
8.150795000131388e-02	3.825205e-01	4.152693e-01
8.152256428702859e-02	3.824959e-01	4.152247e-01
8.153717857274329e-02	3.824725e-01	4.151804e-01
8.155179285845800e-02	3.824503e-01	4.151367e-01
8.156640714417270e-02	3.824294e-01	4.150933e-01
8.158102142988741e-02	3.824096e-01	4.150504e-01
8.159563571560211e-02	3.823910e-01	4.150079e-01
8.161025000131682e-02	3.823737e-01	4.149658e-01
8.161035000131682e-02	3.823735e-01	4.149656e-01
8.162496428703153e-02	3.823576e-01	4.149240e-01
8.163957857274623e-02	3.823432e-01	4.148830e-01
8.165419285846094e-02	3.823303e-01	4.148425e-01
8.166880714417564e-02	3.823191e-01	4.148026e-01
8.168342142989035e-02	3.823094e-01	4.147632e-01
8.169803571560505e-02	3.823013e-01	4.147244e-01
8.171265000131976e-02	3.822948e-01	4.146861e-01
8.171275000131976e-02	3.822947e-01	4.146859e-01
8.172736428703448e-02	3.822900e-01	4.146482e-01
8.174197857274917e-02	3.822872e-01	4.146112e-01
8.175659285846389e-02	3.822863e-01	4.145749e-01
8.177120714417858e-02	3.822874e-01	4.145393e-01
8.178582142989330e-02	3.822904e-01	4.145043e-01
8.180043571560799e-02	3.822954e-01	4.144700e-01
8.181505000132271e-02	3.823023e-01	4.144364e-01
8.181515000132271e-02	3.823024e-01	4.144362e-01
8.182976428703742e-02	3.823114e-01	4.144033e-01
8.184437857275212e-02	3.823228e-01	4.143712e-01
8.185899285846683e-02	3.823365e-01	4.143399e-01
8.187360714418153e-02	3.823525e-01	4.143093e-01
8.188822142989624e-02	3.823708e-01	4.142796e-01
8.190283571561094e-02	3.823914e-01	4.142507e-01
8.191745000132565e-02	3.824143e-01	4.142225e-01
8.191755000132565e-02	3.824145e-01	4.142223e-01
8.193216428704037e-02	3.824399e-01	4.141950e-01
8.194677857275506e-02	3.824680e-01	4.141686e-01
8.196139285846978e-02	3.824988e-01	4.141431e-01
8.197600714418447e-02	3.825322e-01	4.141185e-01
8.199062142989919e-02	3.825683e-01	4.140949e-01
8.200523571561388e-02	3.826071e-01	4.140721e-01
8.201985000132860e-02	3.826485e-01	4.140502e-01
8.201995000132860e-02	3.826488e-01	4.140501e-01
8.203456428704331e-02	3.826931e-01	4.140292e-01
8.204917857275801e-02	3.827404e-01	4.140093e-01
8.206379285847272e-02	3.827908e-01	4.139904e-01
8.207840714418742e-02	3.828441e-01	4.139725e-01
8.209302142990213e-02	3.829004e-01	4.139557e-01
8.210763571561683e-02	3.829598e-01	4.139399e-01
8.212225000133154e-02	3.830222e-01	4.139251e-01
8.212235000133154e-02	3.830226e-01	4.139250e-01
8.213696428704625e-02	3.830882e-01	4.139112e-01
8.215157857276095e-02	3.831571e-01	4.138986e-01
8.216619285847566e-02	3.832293e-01	4.138871e-01
8.218080714419036e-02	3.833049e-01	4.138767e-01
8.219542142990507e-02	3.833838e-01	4.138675e-01
8.221003571561977e-02	3.834661e-01	4.138593e-01
8.222465000133448e-02	3.835517e-01	4.138523e-01
8.222475000133449e-02	3.835523e-01	4.138523e-01
8.223936428704920e-02	3.836414e-01	4.138464e-01
8.225397857276390e-02	3.837341e-01	4.138418e-01
8.226859285847861e-02	3.838305e-01	4.138384e-01
8.228320714419331e-02	3.839305e-01	4.138362e-01
8.229782142990802e-02	3.840341e-01	4.138352e-01
8.231243571562272e-02	3.841414e-01	4.138354e-01
8.232705000133743e-02	3.842523e-01	4.138368e-01
8.232715000133743e-02	3.842531e-01	4.138368e-01
8.234176428705214e-02	3.843678e-01	4.138395e-01
8.235637857276684e-02	3.844865e-01	4.138435e-01
8.237099285848155e-02	3.846090e-01	4.138488e-01
8.238560714419625e-02	3.847355e-01	4.138554e-01
8.240022142991096e-02	3.848658e-01	4.138633e-01
8.241483571562566e-02	3.850001e-01	4.138725e-01
8.242945000134037e-02	3.851383e-01	4.138830e-01
8.242955000134038e-02	3.851392e-01	4.138831e-01
8.244416428705509e-02	3.852815e-01	4.138949e-01
8.245877857276979e-02	3.854278e-01	4.139081e-01
8.247339285848450e-02	3.855784e-01	4.139227e-01
8.248800714419920e-02	3.857330e-01	4.139387e-01
8.250262142991391e-02	3.858919e-01	4.139560e-01
8.251723571562861e-02	3.860548e-01	4.139747e-01
8.253185000134332e-02	3.862219e-01	4.139947e-01
8.253195000134332e-02	3.862231e-01	4.139949e-01
8.263435000134627e-02	3.875155e-01	4.141756e-01
8.273675000134921e-02	3.890252e-01	4.144277e-01
8.283915000135215e-02	3.907587e-01	4.147532e-01
8.294155000135510e-02	3.927202e-01	4.151530e-01
8.304395000135804e-02	3.949115e-01	4.156275e-01
8.314635000136099e-02	3.973317e-01	4.161760e-01
8.324875000136393e-02	3.999775e-01	4.167971e-01
8.335115000136688e-02	4.028428e-01	4.174883e-01
8.345355000136982e-02	4.059190e-01	4.182466e-01
8.355595000137277e-02	4.091952e-01	4.190678e-01
8.365835000137571e-02	4.126579e-01	4.199473e-01
8.376075000137866e-02	4.162917e-01	4.208796e-01
8.386315000138160e-02	4.200792e-01	4.218586e-01
8.396555000138455e-02	4.240013e-01	4.228778e-01
8.406795000138749e-02	4.280376e-01	4.239300e-01
8.417035000139043e-02	4.321661e-01	4.250079e-01
8.427275000139338e-02	4.363645e-01	4.261037e-01
8.437515000139632e-02	4.406095e-01	4.272097e-01
8.447755000139927e-02	4.448775e-01	4.283178e-01
8.457995000140221e-02	4.491447e-01	4.294202e-01
8.459456428711692e-02	4.497525e-01	4.295767e-01
8.460917857283162e-02	4.503595e-01	4.297327e-01
8.462379285854633e-02	4.509658e-01	4.298885e-01
8.463840714426103e-02	4.515713e-01	4.300439e-01
8.465302142997574e-02	4.521761e-01	4.301989e-01
8.466763571569044e-02	4.527802e-01	4.303535e-01
8.468225000140515e-02	4.533835e-01	4.305078e-01
8.468235000140516e-02	4.533876e-01	4.305089e-01
8.469696428711987e-02	4.539900e-01	4.306628e-01
8.471157857283457e-02	4.545911e-01	4.308161e-01
8.472619285854928e-02	4.551911e-01	4.309690e-01
8.474080714426398e-02	4.557898e-01	4.311213e-01
8.475542142997869e-02	4.563874e-01	4.312731e-01
8.477003571569339e-02	4.569837e-01	4.314244e-01
8.478465000140810e-02	4.575788e-01	4.315752e-01
8.478475000140810e-02	4.575829e-01	4.315763e-01
8.488715000141105e-02	4.617077e-01	4.326147e-01
8.498955000141399e-02	4.657400e-01	4.336170e-01
8.509195000141694e-02	4.696583e-01	4.345762e-01
8.510656428713165e-02	4.702072e-01	4.347093e-01
8.512117857284635e-02	4.707531e-01	4.348412e-01
8.513579285856106e-02	4.712961e-01	4.349721e-01
8.515040714427576e-02	4.718362e-01	4.351019e-01
8.516502142999047e-02	4.723733e-01	4.352306e-01
8.517963571570517e-02	4.729074e-01	4.353583e-01
8.519425000141988e-02	4.734387e-01	4.354849e-01
8.519435000141988e-02	4.734423e-01	4.354857e-01
8.520896428713459e-02	4.739704e-01	4.356111e-01
8.522357857284929e-02	4.744952e-01	4.357354e-01
8.523819285856400e-02	4.750166e-01	4.358584e-01
8.525280714427870e-02	4.755347e-01	4.359802e-01
8.526742142999341e-02	4.760495e-01	4.361009e-01
8.528203571570811e-02	4.765609e-01	4.362203e-01
8.529665000142282e-02	4.770691e-01	4.363385e-01
8.529675000142282e-02	4.770725e-01	4.363393e-01
8.539915000142577e-02	4.805308e-01	4.371312e-01
8.550155000142871e-02	4.837999e-01	4.378560e-01
8.560395000143166e-02	4.868642e-01	4.385088e-01
8.570635000143460e-02	4.897092e-01	4.390851e-01
8.580875000143755e-02	4.923220e-01	4.395812e-01
8.591115000144049e-02	4.946910e-01	4.399935e-01
8.601355000144344e-02	4.968067e-01	4.403193e-01
8.611595000144638e-02	4.986609e-01	4.405564e-01
8.621835000144933e-02	5.002477e-01	4.407033e-01
8.632075000145227e-02	5.015633e-01	4.407593e-01
8.642315000145522e-02	5.026061e-01	4.407243e-01
8.652555000145816e-02	5.033774e-01	4.405992e-01
8.662795000146110e-02	5.038815e-01	4.403860e-01
8.664256428717582e-02	5.039320e-01	4.403485e-01
8.665717857289051e-02	5.039772e-01	4.403094e-01
8.667179285860523e-02	5.040173e-01	4.402685e-01
8.668640714431992e-02	5.040522e-01	4.402259e-01
8.670102143003464e-02	5.040819e-01	4.401816e-01
8.671563571574933e-02	5.041064e-01	4.401356e-01
8.673025000146405e-02	5.041257e-01	4.400879e-01
8.673035000146405e-02	5.041258e-01	4.400876e-01
8.674496428717876e-02	5.041400e-01	4.400383e-01
8.675957857289346e-02	5.041493e-01	4.399873e-01
8.677419285860817e-02	5.041536e-01	4.399348e-01
8.678880714432287e-02	5.041531e-01	4.398807e-01
8.680342143003758e-02	5.041476e-01	4.398249e-01
8.681803571575228e-02	5.041372e-01	4.397676e-01
8.683265000146699e-02	5.041218e-01	4.397087e-01
8.683275000146699e-02	5.041217e-01	4.397083e-01
8.684736428718171e-02	5.041016e-01	4.396478e-01
8.686197857289640e-02	5.040769e-01	4.395858e-01
8.687659285861112e-02	5.040476e-01	4.395224e-01
8.689120714432581e-02	5.040138e-01	4.394575e-01
8.690582143004053e-02	5.039755e-01	4.393912e-01
8.692043571575522e-02	5.039325e-01	4.393233e-01
8.693505000146994e-02	5.038850e-01	4.392540e-01
8.693515000146994e-02	5.038847e-01	4.392536e-01
8.694976428718465e-02	5.038328e-01	4.391829e-01
8.696437857289935e-02	5.037768e-01	4.391108e-01
8.697899285861406e-02	5.037167e-01	4.390375e-01
8.699360714432876e-02	5.036526e-01	4.389629e-01
8.700822143004347e-02	5.035843e-01	4.388870e-01
8.702283571575817e-02	5.035120e-01	4.388097e-01
8.703745000147288e-02	5.034355e-01	4.387312e-01
8.703755000147288e-02	5.034350e-01	4.387306e-01
8.705216428718759e-02	5.033546e-01	4.386508e-01
8.706677857290229e-02	5.032708e-01	4.385700e-01
8.708139285861700e-02	5.031834e-01	4.384880e-01
8.709600714433170e-02	5.030925e-01	4.384049e-01
8.711062143004641e-02	5.029981e-01	4.383206e-01
8.712523571576111e-02	5.029002e-01	4.382353e-01
8.713985000147582e-02	5.027987e-01	4.381489e-01
8.713995000147583e-02	5.027980e-01	4.381483e-01
8.715456428719054e-02	5.026933e-01	4.380608e-01
8.716917857290524e-02	5.025858e-01	4.379725e-01
8.718379285861995e-02	5.024755e-01	4.378833e-01
8.719840714433465e-02	5.023624e-01	4.377933e-01
8.721302143004936e-02	5.022464e-01	4.377023e-01
8.722763571576406e-02	5.021276e-01	4.376105e-01
8.724225000147877e-02	5.020061e-01	4.375179e-01
8.724235000147877e-02	5.020052e-01	4.375173e-01
8.725696428719348e-02	5.018811e-01	4.374238e-01
8.727157857290818e-02	5.017550e-01	4.373298e-01
8.728619285862289e-02	5.016270e-01	4.372352e-01
8.730080714433759e-02	5.014970e-01	4.371400e-01
8.731542143005230e-02	5.013650e-01	4.370443e-01
8.733003571576700e-02	5.012310e-01	4.369479e-01
8.734465000148171e-02	5.010951e-01	4.368510e-01
8.734475000148172e-02	5.010941e-01	4.368503e-01
8.735936428719643e-02	5.009566e-01	4.367529e-01
8.737397857291113e-02	5.008180e-01	4.366553e-01
8.738859285862584e-02	5.006785e-01	4.365573e-01
8.740320714434054e-02	5.005380e-01	4.364592e-01
8.741782143005525e-02	5.003965e-01	4.363608e-01
8.743243571576995e-02	5.002540e-01	4.362621e-01
8.744705000148466e-02	5.001104e-01	4.361632e-01
8.744715000148466e-02	5.001094e-01	4.361625e-01
8.745587857291348e-02	5.000236e-01	4.361034e-01
8.746460714434230e-02	4.999378e-01	4.360443e-01
8.747333571577112e-02	4.998519e-01	4.359853e-01
8.748206428719996e-02	4.997660e-01	4.359262e-01
8.749079285862878e-02	4.996801e-01	4.358672e-01
8.749952143005760e-02	4.995941e-01	4.358082e-01
8.750825000148642e-02	4.995081e-01	4.357492e-01
8.754955000148761e-02	4.991026e-01	4.354709e-01
8.765195000149055e-02	4.981043e-01	4.347858e-01
8.775435000149349e-02	4.971162e-01	4.341078e-01
8.785675000149644e-02	4.961381e-01	4.334365e-01
8.795915000149938e-02	4.951698e-01	4.327721e-01
8.806155000150233e-02	4.942112e-01	4.321143e-01
8.816395000150527e-02	4.932621e-01	4.314630e-01
8.826635000150822e-02	4.923225e-01	4.308182e-01
8.836875000151116e-02	4.913920e-01	4.301798e-01
8.847115000151411e-02	4.904707e-01	4.295476e-01
8.857355000151705e-02	4.895584e-01	4.289216e-01
8.867595000152000e-02	4.886550e-01	4.283017e-01
8.877835000152294e-02	4.877602e-01	4.276878e-01
8.888075000152589e-02	4.868741e-01	4.270798e-01
8.898315000152883e-02	4.859964e-01	4.264776e-01
8.908555000153177e-02	4.851271e-01	4.258812e-01
8.918795000153472e-02	4.842660e-01	4.252904e-01
8.929035000153766e-02	4.834130e-01	4.247051e-01
8.939275000154061e-02	4.825680e-01	4.241254e-01
8.949515000154355e-02	4.817308e-01	4.235511e-01
8.959755000154650e-02	4.809015e-01	4.229821e-01
8.969995000154944e-02	4.800798e-01	4.224184e-01
8.980235000155239e-02	4.792657e-01	4.218599e-01
8.990475000155533e-02	4.784590e-01	4.213065e-01
9.000715000155828e-02	4.776597e-01	4.207582e-01
9.010955000156122e-02	4.768676e-01	4.202148e-01
9.012416428727593e-02	4.767552e-01	4.201377e-01
9.013877857299063e-02	4.766428e-01	4.200606e-01
9.015339285870534e-02	4.765307e-01	4.199837e-01
9.016800714442004e-02	4.764186e-01	4.199068e-01
9.018262143013475e-02	4.763068e-01	4.198301e-01
9.019723571584945e-02	4.761950e-01	4.197534e-01
9.021185000156416e-02	4.760835e-01	4.196769e-01
9.021195000156416e-02	4.760827e-01	4.196764e-01
9.022656428727888e-02	4.759712e-01	4.195999e-01
9.024117857299357e-02	4.758599e-01	4.195236e-01
9.025579285870829e-02	4.757488e-01	4.194473e-01
9.027040714442298e-02	4.756378e-01	4.193711e-01
9.028502143013770e-02	4.755269e-01	4.192951e-01
9.029963571585239e-02	4.754162e-01	4.192191e-01
9.031425000156711e-02	4.753056e-01	4.191433e-01
9.031435000156711e-02	4.753048e-01	4.191428e-01
9.032896428728182e-02	4.751944e-01	4.190670e-01
9.034357857299652e-02	4.750840e-01	4.189913e-01
9.035819285871123e-02	4.749739e-01	4.189158e-01
9.037280714442593e-02	4.748638e-01	4.188403e-01
9.038742143014064e-02	4.747540e-01	4.187649e-01
9.040203571585534e-02	4.746442e-01	4.186896e-01
9.041665000157005e-02	4.745346e-01	4.186144e-01
9.041675000157005e-02	4.745339e-01	4.186139e-01
9.043136428728477e-02	4.744244e-01	4.185389e-01
9.044597857299946e-02	4.743151e-01	4.184639e-01
9.046059285871418e-02	4.742059e-01	4.183890e-01
9.047520714442887e-02	4.740969e-01	4.183142e-01
9.048982143014359e-02	4.739880e-01	4.182395e-01
9.050443571585828e-02	4.738792e-01	4.181649e-01
9.051905000157300e-02	4.737706e-01	4.180903e-01
9.051915000157300e-02	4.737698e-01	4.180898e-01
9.053376428728771e-02	4.736613e-01	4.180154e-01
9.054837857300241e-02	4.735530e-01	4.179411e-01
9.056299285871712e-02	4.734448e-01	4.178669e-01
9.057760714443182e-02	4.733367e-01	4.177927e-01
9.059222143014653e-02	4.732287e-01	4.177187e-01
9.060683571586123e-02	4.731209e-01	4.176447e-01
9.062145000157594e-02	4.730133e-01	4.175709e-01
9.062155000157594e-02	4.730125e-01	4.175704e-01
9.063616428729065e-02	4.729050e-01	4.174966e-01
9.065077857300535e-02	4.727976e-01	4.174230e-01
9.066539285872006e-02	4.726903e-01	4.173494e-01
9.068000714443476e-02	4.725832e-01	4.172759e-01
9.069462143014947e-02	4.724762e-01	4.172025e-01
9.070923571586417e-02	4.723694e-01	4.171292e-01
9.072385000157888e-02	4.722626e-01	4.170560e-01
9.072395000157889e-02	4.722619e-01	4.170555e-01
9.073856428729360e-02	4.721553e-01	4.169824e-01
9.075317857300830e-02	4.720489e-01	4.169094e-01
9.076779285872301e-02	4.719425e-01	4.168365e-01
9.078240714443771e-02	4.718364e-01	4.167636e-01
9.079702143015242e-02	4.717303e-01	4.166909e-01
9.081163571586712e-02	4.716244e-01	4.166182e-01
9.082625000158183e-02	4.715186e-01	4.165457e-01
9.082635000158183e-02	4.715179e-01	4.165452e-01
9.084096428729654e-02	4.714122e-01	4.164727e-01
9.085557857301124e-02	4.713067e-01	4.164003e-01
9.087019285872595e-02	4.712013e-01	4.163280e-01
9.088480714444065e-02	4.710961e-01	4.162558e-01
9.089942143015536e-02	4.709909e-01	4.161837e-01
9.091403571587006e-02	4.708859e-01	4.161117e-01
9.092865000158477e-02	4.707811e-01	4.160398e-01
9.092875000158478e-02	4.707803e-01	4.160393e-01
9.103115000158772e-02	4.700492e-01	4.155379e-01
9.113355000159067e-02	4.693245e-01	4.150408e-01
9.123595000159361e-02	4.686059e-01	4.145480e-01
9.133835000159655e-02	4.678936e-01	4.140594e-01
9.144075000159950e-02	4.671873e-01	4.135750e-01
9.154315000160244e-02	4.664871e-01	4.130947e-01
9.164555000160539e-02	4.657927e-01	4.126186e-01
9.174795000160833e-02	4.651043e-01	4.121464e-01
9.185035000161128e-02	4.644216e-01	4.116783e-01
9.195275000161422e-02	4.637446e-01	4.112140e-01
9.205515000161717e-02	4.630733e-01	4.107536e-01
9.215755000162011e-02	4.624075e-01	4.102971e-01
9.225995000162306e-02	4.617473e-01	4.098443e-01
9.236235000162600e-02	4.610924e-01	4.093953e-01
9.246475000162895e-02	4.604429e-01	4.089499e-01
9.256715000163189e-02	4.597988e-01	4.085082e-01
9.266955000163483e-02	4.591598e-01	4.080701e-01
9.277195000163778e-02	4.585260e-01	4.076355e-01
9.287435000164072e-02	4.578973e-01	4.072045e-01
9.297675000164367e-02	4.572737e-01	4.067769e-01
9.307915000164661e-02	4.566550e-01	4.063527e-01
9.318155000164956e-02	4.560413e-01	4.059319e-01
9.328395000165250e-02	4.554324e-01	4.055145e-01
9.338635000165545e-02	4.548284e-01	4.051003e-01
9.348875000165839e-02	4.542290e-01	4.046894e-01
9.359115000166134e-02	4.536344e-01	4.042818e-01
9.369355000166428e-02	4.530444e-01	4.038773e-01
