time	V(out)	V(outr)
8.710119498180635e-01	4.951870e-01	3.997748e-01
8.711143498180096e-01	4.942837e-01	3.992838e-01
8.712167498179557e-01	4.933888e-01	3.987975e-01
8.713191498179018e-01	4.925024e-01	3.983159e-01
8.714215498178479e-01	4.916242e-01	3.978389e-01
8.715239498177940e-01	4.907542e-01	3.973663e-01
8.716263498177401e-01	4.898921e-01	3.968982e-01
8.717287498176862e-01	4.890381e-01	3.964345e-01
8.718311498176323e-01	4.881918e-01	3.959751e-01
8.719335498175784e-01	4.873532e-01	3.955200e-01
8.720359498175245e-01	4.865222e-01	3.950691e-01
8.721383498174706e-01	4.856988e-01	3.946223e-01
8.722407498174167e-01	4.848827e-01	3.941796e-01
8.723431498173628e-01	4.840739e-01	3.937410e-01
8.724455498173089e-01	4.832723e-01	3.933063e-01
8.725479498172550e-01	4.824778e-01	3.928756e-01
8.726503498172011e-01	4.816903e-01	3.924487e-01
8.727527498171472e-01	4.809097e-01	3.920257e-01
8.728551498170933e-01	4.801359e-01	3.916064e-01
8.729575498170394e-01	4.793689e-01	3.911909e-01
8.730599498169855e-01	4.786085e-01	3.907790e-01
8.731623498169316e-01	4.778546e-01	3.903707e-01
8.732647498168777e-01	4.771073e-01	3.899660e-01
8.733671498168238e-01	4.763663e-01	3.895648e-01
8.734695498167699e-01	4.756316e-01	3.891671e-01
8.735719498167160e-01	4.749031e-01	3.887729e-01
8.736743498166621e-01	4.741808e-01	3.883820e-01
8.737767498166082e-01	4.734645e-01	3.879945e-01
8.738791498165543e-01	4.727542e-01	3.876103e-01
8.739815498165004e-01	4.720498e-01	3.872294e-01
8.740839498164465e-01	4.713513e-01	3.868516e-01
8.741863498163926e-01	4.706585e-01	3.864771e-01
8.742887498163388e-01	4.699714e-01	3.861057e-01
8.743911498162849e-01	4.692900e-01	3.857374e-01
8.744935498162310e-01	4.686140e-01	3.853721e-01
8.745959498161771e-01	4.679436e-01	3.850099e-01
8.746983498161232e-01	4.672786e-01	3.846507e-01
8.748007498160693e-01	4.666189e-01	3.842944e-01
8.749031498160154e-01	4.659645e-01	3.839411e-01
8.750055498159615e-01	4.653154e-01	3.835905e-01
8.751079498159076e-01	4.646714e-01	3.832429e-01
8.752103498158537e-01	4.640325e-01	3.828981e-01
8.753127498157998e-01	4.633986e-01	3.825560e-01
8.754151498157459e-01	4.627697e-01	3.822167e-01
8.755175498156920e-01	4.621457e-01	3.818801e-01
8.756199498156381e-01	4.615266e-01	3.815462e-01
8.757223498155842e-01	4.609123e-01	3.812149e-01
8.758247498155303e-01	4.603027e-01	3.808862e-01
8.759271498154764e-01	4.596978e-01	3.805601e-01
8.760295498154225e-01	4.590976e-01	3.802366e-01
8.760441641011291e-01	4.590123e-01	3.801906e-01
8.760587783868357e-01	4.589271e-01	3.801447e-01
8.760733926725423e-01	4.588420e-01	3.800988e-01
8.760880069582488e-01	4.587570e-01	3.800530e-01
8.761026212439554e-01	4.586721e-01	3.800072e-01
8.761172355296620e-01	4.585872e-01	3.799615e-01
8.761318498153686e-01	4.585025e-01	3.799159e-01
8.761319498153686e-01	4.585019e-01	3.799155e-01
8.761465641010752e-01	4.584173e-01	3.798699e-01
8.761611783867818e-01	4.583327e-01	3.798244e-01
8.761757926724884e-01	4.582483e-01	3.797789e-01
8.761904069581949e-01	4.581639e-01	3.797334e-01
8.762050212439015e-01	4.580796e-01	3.796880e-01
8.762196355296081e-01	4.579954e-01	3.796426e-01
8.762342498153147e-01	4.579113e-01	3.795973e-01
8.762343498153147e-01	4.579108e-01	3.795970e-01
8.762489641010213e-01	4.578268e-01	3.795518e-01
8.762635783867279e-01	4.577429e-01	3.795066e-01
8.762781926724345e-01	4.576591e-01	3.794614e-01
8.762928069581410e-01	4.575753e-01	3.794163e-01
8.763074212438476e-01	4.574917e-01	3.793712e-01
8.763220355295542e-01	4.574081e-01	3.793262e-01
8.763366498152608e-01	4.573247e-01	3.792813e-01
8.763367498152608e-01	4.573241e-01	3.792810e-01
8.764391498152069e-01	4.567419e-01	3.789673e-01
8.765415498151530e-01	4.561640e-01	3.786561e-01
8.766439498150991e-01	4.555905e-01	3.783473e-01
8.767463498150452e-01	4.550212e-01	3.780408e-01
8.768487498149913e-01	4.544562e-01	3.777366e-01
8.769511498149374e-01	4.538954e-01	3.774348e-01
8.770535498148835e-01	4.533387e-01	3.771352e-01
8.771559498148296e-01	4.527860e-01	3.768378e-01
8.772583498147757e-01	4.522374e-01	3.765427e-01
8.773607498147218e-01	4.516928e-01	3.762498e-01
8.774631498146679e-01	4.511522e-01	3.759591e-01
8.775655498146140e-01	4.506155e-01	3.756705e-01
8.776679498145601e-01	4.500827e-01	3.753840e-01
8.777703498145062e-01	4.495536e-01	3.750996e-01
8.778727498144523e-01	4.490284e-01	3.748173e-01
8.779751498143984e-01	4.485069e-01	3.745371e-01
8.780775498143445e-01	4.479891e-01	3.742589e-01
8.781799498142906e-01	4.474750e-01	3.739828e-01
8.782823498142367e-01	4.469645e-01	3.737085e-01
8.783847498141828e-01	4.464576e-01	3.734363e-01
8.784871498141289e-01	4.459542e-01	3.731661e-01
8.785895498140750e-01	4.454544e-01	3.728977e-01
8.786919498140211e-01	4.449580e-01	3.726313e-01
8.787943498139672e-01	4.444651e-01	3.723667e-01
8.788967498139133e-01	4.439755e-01	3.721040e-01
8.789991498138594e-01	4.434894e-01	3.718432e-01
8.791015498138055e-01	4.430065e-01	3.715841e-01
8.792039498137516e-01	4.425270e-01	3.713270e-01
8.793063498136977e-01	4.420507e-01	3.710715e-01
8.794087498136438e-01	4.415776e-01	3.708179e-01
8.795111498135899e-01	4.411078e-01	3.705660e-01
8.796135498135360e-01	4.406411e-01	3.703158e-01
8.796180498135336e-01	4.406207e-01	3.703049e-01
8.796225498135313e-01	4.406002e-01	3.702939e-01
8.796270498135289e-01	4.405798e-01	3.702830e-01
8.796315498135265e-01	4.405594e-01	3.702721e-01
8.796360498135242e-01	4.405390e-01	3.702611e-01
8.796405498135218e-01	4.405186e-01	3.702502e-01
8.796450498135194e-01	4.404982e-01	3.702392e-01
8.796551640992284e-01	4.404523e-01	3.702146e-01
8.796652783849374e-01	4.404065e-01	3.701902e-01
8.796753926706463e-01	4.403609e-01	3.701659e-01
8.796855069563553e-01	4.403153e-01	3.701418e-01
8.796956212420642e-01	4.402697e-01	3.701179e-01
8.797057355277732e-01	4.402243e-01	3.700942e-01
8.797158498134822e-01	4.401790e-01	3.700706e-01
8.797159498134821e-01	4.401785e-01	3.700704e-01
8.797305640991887e-01	4.401132e-01	3.700368e-01
8.797451783848953e-01	4.400483e-01	3.700043e-01
8.797597926706019e-01	4.399838e-01	3.699729e-01
8.797744069563085e-01	4.399197e-01	3.699427e-01
8.797890212420151e-01	4.398561e-01	3.699136e-01
8.798036355277217e-01	4.397929e-01	3.698856e-01
8.798182498134283e-01	4.397301e-01	3.698587e-01
8.798183498134282e-01	4.397297e-01	3.698585e-01
8.798329640991348e-01	4.396674e-01	3.698331e-01
8.798475783848414e-01	4.396059e-01	3.698098e-01
8.798621926705480e-01	4.395451e-01	3.697884e-01
8.798768069562546e-01	4.394850e-01	3.697691e-01
8.798914212419612e-01	4.394256e-01	3.697518e-01
8.799060355276678e-01	4.393670e-01	3.697364e-01
8.799206498133744e-01	4.393090e-01	3.697231e-01
8.799207498133743e-01	4.393086e-01	3.697230e-01
8.799353640990809e-01	4.392516e-01	3.697121e-01
8.799499783847875e-01	4.391955e-01	3.697042e-01
8.799645926704941e-01	4.391404e-01	3.696991e-01
8.799792069562007e-01	4.390864e-01	3.696969e-01
8.799938212419073e-01	4.390333e-01	3.696976e-01
8.800084355276139e-01	4.389813e-01	3.697012e-01
8.800230498133205e-01	4.389302e-01	3.697076e-01
8.800231498133204e-01	4.389299e-01	3.697077e-01
8.800377640990270e-01	4.388800e-01	3.697176e-01
8.800523783847336e-01	4.388314e-01	3.697312e-01
8.800669926704402e-01	4.387841e-01	3.697486e-01
8.800816069561468e-01	4.387381e-01	3.697698e-01
8.800962212418534e-01	4.386934e-01	3.697947e-01
8.801108355275600e-01	4.386500e-01	3.698234e-01
8.801254498132666e-01	4.386079e-01	3.698559e-01
8.801255498132665e-01	4.386076e-01	3.698561e-01
8.801401640989731e-01	4.385669e-01	3.698929e-01
8.801547783846797e-01	4.385278e-01	3.699343e-01
8.801693926703863e-01	4.384903e-01	3.699803e-01
8.801840069560929e-01	4.384544e-01	3.700309e-01
8.801986212417995e-01	4.384200e-01	3.700862e-01
8.802132355275061e-01	4.383872e-01	3.701461e-01
8.802278498132127e-01	4.383559e-01	3.702106e-01
8.802279498132126e-01	4.383557e-01	3.702111e-01
8.802425640989192e-01	4.383262e-01	3.702808e-01
8.802571783846258e-01	4.382985e-01	3.703558e-01
8.802717926703324e-01	4.382727e-01	3.704364e-01
8.802864069560390e-01	4.382487e-01	3.705223e-01
8.803010212417456e-01	4.382265e-01	3.706137e-01
8.803156355274522e-01	4.382061e-01	3.707106e-01
8.803302498131588e-01	4.381876e-01	3.708129e-01
8.803303498131587e-01	4.381875e-01	3.708136e-01
8.803449640988653e-01	4.381709e-01	3.709218e-01
8.803595783845719e-01	4.381565e-01	3.710362e-01
8.803741926702785e-01	4.381441e-01	3.711567e-01
8.803888069559851e-01	4.381338e-01	3.712835e-01
8.804034212416917e-01	4.381255e-01	3.714164e-01
8.804180355273983e-01	4.381193e-01	3.715556e-01
8.804326498131049e-01	4.381152e-01	3.717009e-01
8.804327498131048e-01	4.381152e-01	3.717020e-01
8.804473640988114e-01	4.381133e-01	3.718539e-01
8.804619783845180e-01	4.381137e-01	3.720128e-01
8.804765926702246e-01	4.381164e-01	3.721784e-01
8.804912069559312e-01	4.381213e-01	3.723510e-01
8.805058212416378e-01	4.381286e-01	3.725304e-01
8.805204355273444e-01	4.381381e-01	3.727167e-01
8.805350498130510e-01	4.381499e-01	3.729098e-01
8.805351498130509e-01	4.381500e-01	3.729112e-01
8.805497640987575e-01	4.381642e-01	3.731115e-01
8.805643783844641e-01	4.381809e-01	3.733194e-01
8.805789926701707e-01	4.382000e-01	3.735346e-01
8.805936069558773e-01	4.382216e-01	3.737573e-01
8.806082212415839e-01	4.382457e-01	3.739875e-01
8.806228355272905e-01	4.382722e-01	3.742250e-01
8.806374498129971e-01	4.383012e-01	3.744701e-01
8.806375498129970e-01	4.383014e-01	3.744718e-01
8.806521640987036e-01	4.383329e-01	3.747245e-01
8.806667783844102e-01	4.383671e-01	3.749852e-01
8.806813926701168e-01	4.384039e-01	3.752538e-01
8.806960069558234e-01	4.384432e-01	3.755303e-01
8.807106212415300e-01	4.384852e-01	3.758146e-01
8.807252355272366e-01	4.385298e-01	3.761069e-01
8.807398498129432e-01	4.385769e-01	3.764071e-01
8.807399498129431e-01	4.385773e-01	3.764092e-01
8.807545640986497e-01	4.386271e-01	3.767176e-01
8.807691783843563e-01	4.386797e-01	3.770342e-01
8.807837926700629e-01	4.387350e-01	3.773590e-01
8.807984069557695e-01	4.387929e-01	3.776921e-01
8.808130212414761e-01	4.388536e-01	3.780335e-01
8.808276355271827e-01	4.389170e-01	3.783830e-01
8.808422498128893e-01	4.389830e-01	3.787408e-01
8.808423498128892e-01	4.389835e-01	3.787433e-01
8.808569640985958e-01	4.390523e-01	3.791096e-01
8.808715783843024e-01	4.391239e-01	3.794843e-01
8.808861926700090e-01	4.391983e-01	3.798674e-01
8.809008069557156e-01	4.392754e-01	3.802591e-01
8.809154212414222e-01	4.393553e-01	3.806591e-01
8.809300355271288e-01	4.394379e-01	3.810676e-01
8.809446498128354e-01	4.395232e-01	3.814846e-01
8.809447498128353e-01	4.395238e-01	3.814875e-01
8.809593640985419e-01	4.396120e-01	3.819130e-01
8.809739783842485e-01	4.397030e-01	3.823471e-01
8.809885926699551e-01	4.397967e-01	3.827897e-01
8.810032069556617e-01	4.398931e-01	3.832408e-01
8.810178212413683e-01	4.399924e-01	3.837004e-01
8.810324355270749e-01	4.400944e-01	3.841685e-01
8.810470498127815e-01	4.401991e-01	3.846452e-01
8.810471498127814e-01	4.401999e-01	3.846485e-01
8.810617640984880e-01	4.403074e-01	3.851338e-01
8.810763783841946e-01	4.404177e-01	3.856275e-01
8.810909926699012e-01	4.405307e-01	3.861296e-01
8.811056069556078e-01	4.406464e-01	3.866402e-01
8.811202212413144e-01	4.407648e-01	3.871593e-01
8.811348355270210e-01	4.408860e-01	3.876868e-01
8.811494498127276e-01	4.410098e-01	3.882227e-01
8.811495498127275e-01	4.410107e-01	3.882264e-01
8.811641640984341e-01	4.411373e-01	3.887708e-01
8.811787783841407e-01	4.412666e-01	3.893234e-01
8.811933926698473e-01	4.413985e-01	3.898843e-01
8.812080069555539e-01	4.415330e-01	3.904534e-01
8.812226212412605e-01	4.416702e-01	3.910308e-01
8.812372355269671e-01	4.418100e-01	3.916164e-01
8.812518498126737e-01	4.419524e-01	3.922102e-01
8.812519498126736e-01	4.419534e-01	3.922143e-01
8.812665640983802e-01	4.420985e-01	3.928163e-01
8.812811783840868e-01	4.422460e-01	3.934262e-01
8.812957926697934e-01	4.423961e-01	3.940440e-01
8.813104069555000e-01	4.425487e-01	3.946697e-01
8.813250212412066e-01	4.427038e-01	3.953033e-01
8.813396355269132e-01	4.428614e-01	3.959448e-01
8.813542498126198e-01	4.430216e-01	3.965942e-01
8.813543498126197e-01	4.430227e-01	3.965987e-01
8.813689640983263e-01	4.431853e-01	3.972558e-01
8.813835783840329e-01	4.433502e-01	3.979204e-01
8.813981926697395e-01	4.435175e-01	3.985925e-01
8.814128069554461e-01	4.436871e-01	3.992719e-01
8.814274212411527e-01	4.438591e-01	3.999588e-01
8.814420355268593e-01	4.440334e-01	4.006532e-01
8.814566498125659e-01	4.442100e-01	4.013550e-01
8.814567498125658e-01	4.442112e-01	4.013598e-01
8.815591498125119e-01	4.455098e-01	4.064723e-01
8.816615498124580e-01	4.469076e-01	4.119055e-01
8.817639498124041e-01	4.483925e-01	4.176247e-01
8.818663498123502e-01	4.499511e-01	4.235917e-01
8.819687498122963e-01	4.515693e-01	4.297657e-01
8.820711498122424e-01	4.532326e-01	4.361042e-01
8.821735498121885e-01	4.549261e-01	4.425637e-01
8.822759498121346e-01	4.566351e-01	4.491006e-01
8.823783498120807e-01	4.583450e-01	4.556718e-01
8.824807498120268e-01	4.600416e-01	4.622353e-01
8.825831498119729e-01	4.617116e-01	4.687503e-01
8.826855498119190e-01	4.633420e-01	4.751782e-01
8.827879498118651e-01	4.649208e-01	4.814824e-01
8.828903498118112e-01	4.664369e-01	4.876285e-01
8.829927498117573e-01	4.678799e-01	4.935845e-01
8.830951498117035e-01	4.692403e-01	4.993207e-01
8.831097640974100e-01	4.694273e-01	5.001201e-01
8.831243783831166e-01	4.696123e-01	5.009141e-01
8.831389926688232e-01	4.697954e-01	5.017028e-01
8.831536069545298e-01	4.699766e-01	5.024862e-01
8.831682212402364e-01	4.701558e-01	5.032643e-01
8.831828355259430e-01	4.703331e-01	5.040371e-01
8.831974498116496e-01	4.705085e-01	5.048047e-01
8.831975498116496e-01	4.705097e-01	5.048099e-01
8.832121640973561e-01	4.706830e-01	5.055718e-01
8.832267783830627e-01	4.708542e-01	5.063280e-01
8.832413926687693e-01	4.710233e-01	5.070783e-01
8.832560069544759e-01	4.711904e-01	5.078229e-01
8.832706212401825e-01	4.713553e-01	5.085617e-01
8.832852355258891e-01	4.715182e-01	5.092948e-01
8.832998498115957e-01	4.716790e-01	5.100220e-01
8.832999498115957e-01	4.716801e-01	5.100270e-01
8.834023498115418e-01	4.727446e-01	5.149491e-01
8.835047498114879e-01	4.736970e-01	5.195555e-01
8.836071498114340e-01	4.745319e-01	5.238274e-01
8.837095498113801e-01	4.752442e-01	5.277482e-01
8.838119498113262e-01	4.758301e-01	5.313027e-01
8.839143498112723e-01	4.762859e-01	5.344781e-01
8.840167498112184e-01	4.766091e-01	5.372635e-01
8.841191498111645e-01	4.767975e-01	5.396502e-01
8.842215498111106e-01	4.768501e-01	5.416320e-01
8.843239498110567e-01	4.767668e-01	5.432055e-01
8.844263498110028e-01	4.765484e-01	5.443709e-01
8.845287498109489e-01	4.761974e-01	5.451323e-01
8.845433640966555e-01	4.761367e-01	5.452084e-01
8.845579783823621e-01	4.760734e-01	5.452765e-01
8.845725926680686e-01	4.760075e-01	5.453368e-01
8.845872069537752e-01	4.759390e-01	5.453891e-01
8.846018212394818e-01	4.758680e-01	5.454335e-01
8.846164355251884e-01	4.757943e-01	5.454700e-01
8.846310498108950e-01	4.757182e-01	5.454985e-01
8.846311498108950e-01	4.757176e-01	5.454987e-01
8.846457640966016e-01	4.756389e-01	5.455195e-01
8.846603783823082e-01	4.755578e-01	5.455327e-01
8.846749926680147e-01	4.754742e-01	5.455383e-01
8.846896069537213e-01	4.753882e-01	5.455364e-01
8.847042212394279e-01	4.752998e-01	5.455270e-01
8.847188355251345e-01	4.752089e-01	5.455100e-01
8.847334498108411e-01	4.751156e-01	5.454854e-01
8.847335498108411e-01	4.751150e-01	5.454853e-01
8.847481640965477e-01	4.750193e-01	5.454533e-01
8.847627783822543e-01	4.749214e-01	5.454144e-01
8.847773926679608e-01	4.748213e-01	5.453684e-01
8.847920069536674e-01	4.747189e-01	5.453155e-01
8.848066212393740e-01	4.746143e-01	5.452555e-01
8.848212355250806e-01	4.745075e-01	5.451885e-01
8.848358498107872e-01	4.743984e-01	5.451146e-01
8.848359498107872e-01	4.743977e-01	5.451140e-01
8.848505640964938e-01	4.742864e-01	5.450333e-01
8.848651783822004e-01	4.741732e-01	5.449462e-01
8.848797926679070e-01	4.740580e-01	5.448529e-01
8.848944069536135e-01	4.739409e-01	5.447533e-01
8.849090212393201e-01	4.738217e-01	5.446473e-01
8.849236355250267e-01	4.737006e-01	5.445352e-01
8.849382498107333e-01	4.735775e-01	5.444167e-01
8.849383498107333e-01	4.735766e-01	5.444158e-01
8.849529640964399e-01	4.734517e-01	5.442914e-01
8.849675783821465e-01	4.733250e-01	5.441616e-01
8.849821926678531e-01	4.731968e-01	5.440265e-01
8.849968069535596e-01	4.730668e-01	5.438861e-01
8.850114212392662e-01	4.729353e-01	5.437403e-01
8.850260355249728e-01	4.728020e-01	5.435892e-01
8.850406498106794e-01	4.726672e-01	5.434328e-01
8.850407498106794e-01	4.726662e-01	5.434316e-01
8.850542212392437e-01	4.725406e-01	5.432832e-01
8.850676926678080e-01	4.724139e-01	5.431312e-01
8.850811640963724e-01	4.722861e-01	5.429756e-01
8.850946355249367e-01	4.721572e-01	5.428164e-01
8.851081069535011e-01	4.720273e-01	5.426537e-01
8.851215783820654e-01	4.718964e-01	5.424875e-01
8.851350498106297e-01	4.717643e-01	5.423177e-01
8.851431498106255e-01	4.716846e-01	5.422144e-01
8.851577640963321e-01	4.715397e-01	5.420248e-01
8.851723783820387e-01	4.713941e-01	5.418325e-01
8.851869926677453e-01	4.712478e-01	5.416377e-01
8.852016069534518e-01	4.711008e-01	5.414403e-01
8.852162212391584e-01	4.709531e-01	5.412402e-01
8.852308355248650e-01	4.708046e-01	5.410375e-01
8.852454498105716e-01	4.706554e-01	5.408323e-01
8.852455498105716e-01	4.706543e-01	5.408309e-01
8.852563212391373e-01	4.705441e-01	5.406786e-01
8.852670926677031e-01	4.704338e-01	5.405258e-01
8.852778640962689e-01	4.703234e-01	5.403724e-01
8.852886355248346e-01	4.702129e-01	5.402185e-01
8.852994069534004e-01	4.701022e-01	5.400640e-01
8.853101783819661e-01	4.699915e-01	5.399090e-01
8.853209498105319e-01	4.698806e-01	5.397534e-01
8.853247926676727e-01	4.698411e-01	5.396980e-01
8.853286355248136e-01	4.698016e-01	5.396425e-01
8.853324783819544e-01	4.697622e-01	5.395870e-01
8.853363212390952e-01	4.697227e-01	5.395316e-01
8.853401640962361e-01	4.696832e-01	5.394761e-01
8.853440069533769e-01	4.696437e-01	5.394207e-01
8.853478498105177e-01	4.696043e-01	5.393652e-01
8.853479498105177e-01	4.696033e-01	5.393638e-01
8.853568783819415e-01	4.695117e-01	5.392351e-01
8.853658069533654e-01	4.694202e-01	5.391065e-01
8.853747355247893e-01	4.693288e-01	5.389781e-01
8.853836640962132e-01	4.692376e-01	5.388498e-01
8.853925926676370e-01	4.691464e-01	5.387216e-01
8.854015212390609e-01	4.690553e-01	5.385936e-01
8.854104498104848e-01	4.689643e-01	5.384658e-01
8.854503498104638e-01	4.685590e-01	5.378961e-01
8.855527498104099e-01	4.675277e-01	5.364467e-01
8.856551498103560e-01	4.665092e-01	5.350152e-01
8.857575498103021e-01	4.655032e-01	5.336013e-01
8.857721640960087e-01	4.653606e-01	5.334009e-01
8.857867783817153e-01	4.652183e-01	5.332009e-01
8.858013926674219e-01	4.650762e-01	5.330012e-01
8.858160069531285e-01	4.649344e-01	5.328019e-01
8.858306212388350e-01	4.647928e-01	5.326029e-01
8.858452355245416e-01	4.646515e-01	5.324043e-01
8.858598498102482e-01	4.645104e-01	5.322060e-01
8.858599498102482e-01	4.645095e-01	5.322046e-01
8.858745640959548e-01	4.643686e-01	5.320067e-01
8.858891783816614e-01	4.642280e-01	5.318091e-01
8.859037926673680e-01	4.640877e-01	5.316119e-01
8.859184069530746e-01	4.639475e-01	5.314150e-01
8.859330212387811e-01	4.638077e-01	5.312184e-01
8.859476355244877e-01	4.636681e-01	5.310222e-01
8.859622498101943e-01	4.635287e-01	5.308263e-01
8.859623498101943e-01	4.635277e-01	5.308250e-01
8.859769640959009e-01	4.633886e-01	5.306294e-01
8.859915783816075e-01	4.632497e-01	5.304342e-01
8.860061926673141e-01	4.631111e-01	5.302393e-01
8.860208069530207e-01	4.629726e-01	5.300448e-01
8.860354212387272e-01	4.628345e-01	5.298506e-01
8.860500355244338e-01	4.626965e-01	5.296567e-01
8.860646498101404e-01	4.625588e-01	5.294632e-01
8.860647498101404e-01	4.625579e-01	5.294619e-01
8.860793640958470e-01	4.624204e-01	5.292687e-01
8.860939783815536e-01	4.622832e-01	5.290758e-01
8.861085926672602e-01	4.621462e-01	5.288833e-01
8.861232069529668e-01	4.620094e-01	5.286911e-01
8.861378212386734e-01	4.618729e-01	5.284992e-01
8.861524355243799e-01	4.617366e-01	5.283077e-01
8.861670498100865e-01	4.616005e-01	5.281165e-01
8.861671498100865e-01	4.615996e-01	5.281152e-01
8.861817640957931e-01	4.614638e-01	5.279242e-01
8.861963783814997e-01	4.613282e-01	5.277337e-01
8.862109926672063e-01	4.611928e-01	5.275434e-01
8.862256069529129e-01	4.610577e-01	5.273535e-01
8.862402212386195e-01	4.609228e-01	5.271639e-01
8.862548355243260e-01	4.607881e-01	5.269747e-01
8.862694498100326e-01	4.606537e-01	5.267857e-01
8.862695498100326e-01	4.606527e-01	5.267844e-01
8.862841640957392e-01	4.605185e-01	5.265958e-01
8.862987783814458e-01	4.603845e-01	5.264075e-01
8.863133926671524e-01	4.602508e-01	5.262195e-01
8.863280069528590e-01	4.601172e-01	5.260318e-01
8.863426212385656e-01	4.599839e-01	5.258445e-01
8.863572355242721e-01	4.598508e-01	5.256574e-01
8.863718498099787e-01	4.597180e-01	5.254707e-01
8.863719498099787e-01	4.597171e-01	5.254695e-01
8.863865640956853e-01	4.595844e-01	5.252831e-01
8.864011783813919e-01	4.594520e-01	5.250970e-01
8.864157926670985e-01	4.593198e-01	5.249112e-01
8.864304069528051e-01	4.591879e-01	5.247257e-01
8.864450212385117e-01	4.590561e-01	5.245406e-01
8.864596355242182e-01	4.589246e-01	5.243557e-01
8.864742498099248e-01	4.587933e-01	5.241712e-01
8.864743498099248e-01	4.587924e-01	5.241700e-01
8.864889640956314e-01	4.586613e-01	5.239858e-01
8.865035783813380e-01	4.585304e-01	5.238018e-01
8.865181926670446e-01	4.583998e-01	5.236182e-01
8.865328069527512e-01	4.582694e-01	5.234349e-01
8.865474212384578e-01	4.581392e-01	5.232519e-01
8.865620355241643e-01	4.580092e-01	5.230693e-01
8.865766498098709e-01	4.578794e-01	5.228869e-01
8.865767498098709e-01	4.578785e-01	5.228856e-01
8.866791498098170e-01	4.569753e-01	5.216163e-01
8.867815498097631e-01	4.560824e-01	5.203615e-01
8.868839498097092e-01	4.551999e-01	5.191212e-01
8.869863498096553e-01	4.543273e-01	5.178950e-01
8.870887498096014e-01	4.534647e-01	5.166828e-01
8.871033640953080e-01	4.533424e-01	5.165109e-01
8.871179783810146e-01	4.532203e-01	5.163393e-01
8.871325926667212e-01	4.530984e-01	5.161679e-01
8.871472069524278e-01	4.529767e-01	5.159968e-01
8.871618212381344e-01	4.528551e-01	5.158261e-01
8.871764355238410e-01	4.527338e-01	5.156556e-01
8.871910498095475e-01	4.526127e-01	5.154853e-01
8.871911498095475e-01	4.526118e-01	5.154842e-01
8.872057640952541e-01	4.524909e-01	5.153143e-01
8.872203783809607e-01	4.523701e-01	5.151446e-01
8.872349926666673e-01	4.522496e-01	5.149752e-01
8.872496069523739e-01	4.521292e-01	5.148060e-01
8.872642212380805e-01	4.520091e-01	5.146371e-01
8.872788355237871e-01	4.518891e-01	5.144686e-01
8.872934498094937e-01	4.517693e-01	5.143002e-01
8.872935498094936e-01	4.517685e-01	5.142990e-01
8.873081640952002e-01	4.516489e-01	5.141310e-01
8.873227783809068e-01	4.515295e-01	5.139632e-01
8.873373926666134e-01	4.514103e-01	5.137956e-01
8.873520069523200e-01	4.512913e-01	5.136284e-01
8.873666212380266e-01	4.511725e-01	5.134614e-01
8.873812355237332e-01	4.510538e-01	5.132947e-01
8.873958498094398e-01	4.509354e-01	5.131283e-01
8.873959498094397e-01	4.509346e-01	5.131271e-01
8.874105640951463e-01	4.508163e-01	5.129609e-01
8.874251783808529e-01	4.506983e-01	5.127950e-01
8.874397926665595e-01	4.505804e-01	5.126293e-01
8.874544069522661e-01	4.504627e-01	5.124639e-01
8.874690212379727e-01	4.503452e-01	5.122988e-01
8.874836355236793e-01	4.502278e-01	5.121339e-01
8.874982498093859e-01	4.501107e-01	5.119693e-01
8.874983498093858e-01	4.501099e-01	5.119682e-01
8.875129640950924e-01	4.499929e-01	5.118038e-01
8.875275783807990e-01	4.498761e-01	5.116397e-01
8.875421926665056e-01	4.497596e-01	5.114759e-01
8.875568069522122e-01	4.496432e-01	5.113123e-01
8.875714212379188e-01	4.495269e-01	5.111490e-01
8.875860355236254e-01	4.494109e-01	5.109859e-01
8.876006498093320e-01	4.492951e-01	5.108231e-01
8.876007498093319e-01	4.492943e-01	5.108220e-01
8.876153640950385e-01	4.491786e-01	5.106595e-01
8.876299783807451e-01	4.490631e-01	5.104972e-01
8.876445926664517e-01	4.489478e-01	5.103351e-01
8.876592069521583e-01	4.488327e-01	5.101733e-01
8.876738212378649e-01	4.487177e-01	5.100118e-01
8.876884355235715e-01	4.486030e-01	5.098505e-01
8.877030498092781e-01	4.484884e-01	5.096895e-01
8.877031498092780e-01	4.484876e-01	5.096884e-01
8.877177640949846e-01	4.483732e-01	5.095276e-01
8.877323783806912e-01	4.482590e-01	5.093671e-01
8.877469926663978e-01	4.481449e-01	5.092068e-01
8.877616069521044e-01	4.480310e-01	5.090468e-01
8.877762212378110e-01	4.479174e-01	5.088870e-01
8.877908355235176e-01	4.478038e-01	5.087275e-01
8.878054498092242e-01	4.476905e-01	5.085682e-01
8.878055498092241e-01	4.476897e-01	5.085672e-01
8.878201640949307e-01	4.475766e-01	5.084081e-01
8.878347783806373e-01	4.474636e-01	5.082494e-01
8.878493926663439e-01	4.473508e-01	5.080908e-01
8.878640069520505e-01	4.472381e-01	5.079325e-01
8.878786212377571e-01	4.471257e-01	5.077745e-01
8.878932355234637e-01	4.470134e-01	5.076167e-01
8.879078498091703e-01	4.469013e-01	5.074591e-01
8.879079498091702e-01	4.469005e-01	5.074580e-01
8.879225640948768e-01	4.467885e-01	5.073007e-01
8.879371783805834e-01	4.466768e-01	5.071437e-01
